time,var_1,var_2,var_3
0.124027,0,78,0
0.139871,0,78,6
0.141902,0,78,12
0.138856,0,78,18
0.14146,0,78,24
0.142011,0,78,30
0.155971,0,78,36
0.15813,0,78,42
0.171731,0,78,48
0.170448,0,78,54
0.179439,0,78,60
0.151835,0,78,66
0.158024,0,78,72
0.172648,0,78,78
0.155166,0,78,84
0.156756,0,78,90
0.141755,0,78,96
0.142958,0,84,0
0.124831,0,84,6
0.14105,0,84,12
0.14078,0,84,18
0.154074,0,84,24
0.156653,0,84,30
0.156907,0,84,36
0.157021,0,84,42
0.157477,0,84,48
0.157041,0,84,54
0.156549,0,84,60
0.156671,0,84,66
0.155902,0,84,72
0.155592,0,84,78
0.155859,0,84,84
0.155671,0,84,90
0.155863,0,84,96
0.125371,0,90,0
0.126034,0,90,6
0.138585,0,90,12
0.140817,0,90,18
0.141108,0,90,24
0.142395,0,90,30
0.156167,0,90,36
0.158431,0,90,42
0.15567,0,90,48
0.155729,0,90,54
0.174388,0,90,60
0.189741,0,90,66
0.169141,0,90,72
0.156716,0,90,78
0.183902,0,90,84
0.140379,0,90,90
0.14103,0,90,96
0.126716,0,96,0
0.125281,0,96,6
0.141342,0,96,12
0.139184,0,96,18
0.140809,0,96,24
0.141843,0,96,30
0.14313,0,96,36
0.156233,0,96,42
0.157658,0,96,48
0.157409,0,96,54
0.156757,0,96,60
0.155948,0,96,66
0.156232,0,96,72
0.154901,0,96,78
0.156054,0,96,84
0.141628,0,96,90
0.141174,0,96,96
0.126162,6,0,0
0.12496,6,0,6
0.124952,6,0,12
0.125147,6,0,18
0.140305,6,0,24
0.142394,6,0,30
0.142932,6,0,36
0.142523,6,0,42
0.140206,6,0,48
0.140942,6,0,54
0.142909,6,0,60
0.141082,6,0,66
0.13886,6,0,72
0.139829,6,0,78
0.139932,6,0,84
0.1254,6,0,90
0.122541,6,0,96
0.125004,6,6,0
0.125383,6,6,6
0.125357,6,6,12
0.125702,6,6,18
0.139913,6,6,24
0.140673,6,6,30
0.14125,6,6,36
0.14054,6,6,42
0.141127,6,6,48
0.141888,6,6,54
0.139712,6,6,60
0.141838,6,6,66
0.153369,6,6,72
0.139744,6,6,78
0.16077,6,6,84
0.149078,6,6,90
0.140592,6,6,96
0.124725,6,12,0
0.125043,6,12,6
0.141319,6,12,12
0.141093,6,12,18
0.125667,6,12,24
0.14027,6,12,30
0.139099,6,12,36
0.139195,6,12,42
0.140985,6,12,48
0.140534,6,12,54
0.140998,6,12,60
0.140805,6,12,66
0.138983,6,12,72
0.140067,6,12,78
0.139857,6,12,84
0.124596,6,12,90
0.125586,6,12,96
0.126704,6,18,0
0.124186,6,18,6
0.142138,6,18,12
0.140292,6,18,18
0.141539,6,18,24
0.140184,6,18,30
0.139883,6,18,36
0.139645,6,18,42
0.156593,6,18,48
0.157616,6,18,54
0.141753,6,18,60
0.155219,6,18,66
0.155304,6,18,72
0.139951,6,18,78
0.138395,6,18,84
0.140144,6,18,90
0.141039,6,18,96
0.12613,6,24,0
0.125624,6,24,6
0.139507,6,24,12
0.140165,6,24,18
0.139575,6,24,24
0.139973,6,24,30
0.161145,6,24,36
0.153577,6,24,42
0.156606,6,24,48
0.156409,6,24,54
0.156116,6,24,60
0.154562,6,24,66
0.155549,6,24,72
0.139373,6,24,78
0.141331,6,24,84
0.140802,6,24,90
0.14142,6,24,96
0.125121,6,30,0
0.139605,6,30,6
0.14061,6,30,12
0.156362,6,30,18
0.139735,6,30,24
0.156892,6,30,30
0.15911,6,30,36
0.159474,6,30,42
0.156718,6,30,48
0.139868,6,30,54
0.14227,6,30,60
0.141775,6,30,66
0.156911,6,30,72
0.141662,6,30,78
0.142465,6,30,84
0.141573,6,30,90
0.142006,6,30,96
0.127363,6,36,0
0.140483,6,36,6
0.140425,6,36,12
0.140016,6,36,18
0.142446,6,36,24
0.142954,6,36,30
0.155605,6,36,36
0.158476,6,36,42
0.1578,6,36,48
0.155657,6,36,54
0.157487,6,36,60
0.156914,6,36,66
0.157375,6,36,72
0.154776,6,36,78
0.142549,6,36,84
0.140995,6,36,90
0.14136,6,36,96
0.138111,6,42,0
0.141345,6,42,6
0.139878,6,42,12
0.141554,6,42,18
0.158041,6,42,24
0.15616,6,42,30
0.157558,6,42,36
0.15796,6,42,42
0.156661,6,42,48
0.157791,6,42,54
0.156261,6,42,60
0.15609,6,42,66
0.171825,6,42,72
0.155272,6,42,78
0.15471,6,42,84
0.156337,6,42,90
0.141944,6,42,96
0.139729,6,48,0
0.141983,6,48,6
0.141453,6,48,12
0.141607,6,48,18
0.157149,6,48,24
0.156947,6,48,30
0.15701,6,48,36
0.158061,6,48,42
0.155481,6,48,48
0.158596,6,48,54
0.17083,6,48,60
0.155426,6,48,66
0.156845,6,48,72
0.157047,6,48,78
0.155395,6,48,84
0.155295,6,48,90
0.157072,6,48,96
0.139988,6,54,0
0.141892,6,54,6
0.156234,6,54,12
0.141293,6,54,18
0.155908,6,54,24
0.156059,6,54,30
0.155295,6,54,36
0.157496,6,54,42
0.171964,6,54,48
0.170132,6,54,54
0.170925,6,54,60
0.171201,6,54,66
0.171147,6,54,72
0.173064,6,54,78
0.156968,6,54,84
0.155227,6,54,90
0.139053,6,54,96
0.125488,6,60,0
0.124418,6,60,6
0.141229,6,60,12
0.14006,6,60,18
0.140027,6,60,24
0.156403,6,60,30
0.157494,6,60,36
0.155899,6,60,42
0.158774,6,60,48
0.171936,6,60,54
0.17228,6,60,60
0.17212,6,60,66
0.157032,6,60,72
0.156993,6,60,78
0.156527,6,60,84
0.141576,6,60,90
0.14195,6,60,96
0.12475,6,66,0
0.140405,6,66,6
0.139324,6,66,12
0.140303,6,66,18
0.155544,6,66,24
0.156891,6,66,30
0.156782,6,66,36
0.171453,6,66,42
0.170781,6,66,48
0.17043,6,66,54
0.171468,6,66,60
0.170717,6,66,66
0.173336,6,66,72
0.155985,6,66,78
0.156022,6,66,84
0.156249,6,66,90
0.157674,6,66,96
0.138807,6,72,0
0.139156,6,72,6
0.143206,6,72,12
0.140307,6,72,18
0.156927,6,72,24
0.155383,6,72,30
0.15675,6,72,36
0.171359,6,72,42
0.171891,6,72,48
0.174325,6,72,54
0.188584,6,72,60
0.173225,6,72,66
0.171988,6,72,72
0.171918,6,72,78
0.157119,6,72,84
0.158959,6,72,90
0.155808,6,72,96
0.12566,6,78,0
0.124837,6,78,6
0.140711,6,78,12
0.141393,6,78,18
0.156817,6,78,24
0.170887,6,78,30
0.157083,6,78,36
0.155382,6,78,42
0.170015,6,78,48
0.173166,6,78,54
0.172627,6,78,60
0.172608,6,78,66
0.172047,6,78,72
0.158737,6,78,78
0.156184,6,78,84
0.157607,6,78,90
0.156556,6,78,96
0.125818,6,84,0
0.141405,6,84,6
0.140229,6,84,12
0.155634,6,84,18
0.156751,6,84,24
0.156476,6,84,30
0.155605,6,84,36
0.155153,6,84,42
0.173,6,84,48
0.170865,6,84,54
0.172051,6,84,60
0.171819,6,84,66
0.157806,6,84,72
0.171682,6,84,78
0.156053,6,84,84
0.156929,6,84,90
0.173979,6,84,96
0.140145,6,90,0
0.140392,6,90,6
0.139939,6,90,12
0.142906,6,90,18
0.156819,6,90,24
0.156008,6,90,30
0.156445,6,90,36
0.172745,6,90,42
0.170091,6,90,48
0.173511,6,90,54
0.16968,6,90,60
0.172428,6,90,66
0.169886,6,90,72
0.171671,6,90,78
0.156642,6,90,84
0.155706,6,90,90
0.157473,6,90,96
0.128092,6,96,0
0.135849,6,96,6
0.142844,6,96,12
0.154598,6,96,18
0.140209,6,96,24
0.14207,6,96,30
0.140722,6,96,36
0.158694,6,96,42
0.187489,6,96,48
0.173399,6,96,54
0.156407,6,96,60
0.170757,6,96,66
0.156143,6,96,72
0.155571,6,96,78
0.156558,6,96,84
0.156036,6,96,90
0.139478,6,96,96
0.109797,12,0,0
0.124697,12,0,6
0.123648,12,0,12
0.127509,12,0,18
0.138857,12,0,24
0.141752,12,0,30
0.140038,12,0,36
0.14077,12,0,42
0.140244,12,0,48
0.14182,12,0,54
0.140912,12,0,60
0.141448,12,0,66
0.141146,12,0,72
0.12623,12,0,78
0.125166,12,0,84
0.142488,12,0,90
0.125276,12,0,96
0.124721,12,6,0
0.125201,12,6,6
0.125707,12,6,12
0.154414,12,6,18
0.140992,12,6,24
0.124108,12,6,30
0.142991,12,6,36
0.139239,12,6,42
0.142454,12,6,48
0.14126,12,6,54
0.157639,12,6,60
0.140929,12,6,66
0.1408,12,6,72
0.140787,12,6,78
0.142373,12,6,84
0.126346,12,6,90
0.126426,12,6,96
0.127047,12,12,0
0.126183,12,12,6
0.12525,12,12,12
0.140415,12,12,18
0.142108,12,12,24
0.141849,12,12,30
0.141732,12,12,36
0.140848,12,12,42
0.141284,12,12,48
0.158668,12,12,54
0.141902,12,12,60
0.141767,12,12,66
0.141921,12,12,72
0.143038,12,12,78
0.141776,12,12,84
0.142354,12,12,90
0.126824,12,12,96
0.125079,12,18,0
0.124707,12,18,6
0.141867,12,18,12
0.14273,12,18,18
0.139036,12,18,24
0.14109,12,18,30
0.156622,12,18,36
0.156405,12,18,42
0.155387,12,18,48
0.155481,12,18,54
0.141832,12,18,60
0.155389,12,18,66
0.140123,12,18,72
0.155714,12,18,78
0.140558,12,18,84
0.159356,12,18,90
0.139506,12,18,96
0.142145,12,24,0
0.141066,12,24,6
0.141045,12,24,12
0.138865,12,24,18
0.155571,12,24,24
0.156654,12,24,30
0.154157,12,24,36
0.156341,12,24,42
0.156148,12,24,48
0.157869,12,24,54
0.155475,12,24,60
0.15453,12,24,66
0.156978,12,24,72
0.155831,12,24,78
0.141589,12,24,84
0.159059,12,24,90
0.156883,12,24,96
0.156845,12,30,0
0.139988,12,30,6
0.143936,12,30,12
0.141749,12,30,18
0.154923,12,30,24
0.157403,12,30,30
0.156558,12,30,36
0.156156,12,30,42
0.155729,12,30,48
0.172879,12,30,54
0.156304,12,30,60
0.157519,12,30,66
0.155875,12,30,72
0.156562,12,30,78
0.156178,12,30,84
0.142556,12,30,90
0.140515,12,30,96
0.127282,12,36,0
0.139426,12,36,6
0.156141,12,36,12
0.156488,12,36,18
0.155042,12,36,24
0.158692,12,36,30
0.156191,12,36,36
0.157214,12,36,42
0.158419,12,36,48
0.172067,12,36,54
0.156261,12,36,60
0.157194,12,36,66
0.156863,12,36,72
0.155016,12,36,78
0.156645,12,36,84
0.156922,12,36,90
0.139848,12,36,96
0.141756,12,42,0
0.139518,12,42,6
0.140989,12,42,12
0.15441,12,42,18
0.155708,12,42,24
0.156534,12,42,30
0.154852,12,42,36
0.173917,12,42,42
0.172428,12,42,48
0.170542,12,42,54
0.172391,12,42,60
0.156938,12,42,66
0.157445,12,42,72
0.168957,12,42,78
0.157744,12,42,84
0.155878,12,42,90
0.156424,12,42,96
0.142573,12,48,0
0.142667,12,48,6
0.140269,12,48,12
0.15485,12,48,18
0.157915,12,48,24
0.157418,12,48,30
0.158534,12,48,36
0.170217,12,48,42
0.171406,12,48,48
0.15726,12,48,54
0.159371,12,48,60
0.170016,12,48,66
0.15668,12,48,72
0.171815,12,48,78
0.15755,12,48,84
0.15541,12,48,90
0.141727,12,48,96
0.140286,12,54,0
0.140275,12,54,6
0.13927,12,54,12
0.157325,12,54,18
0.156476,12,54,24
0.157442,12,54,30
0.157292,12,54,36
0.17092,12,54,42
0.172753,12,54,48
0.169939,12,54,54
0.188035,12,54,60
0.173983,12,54,66
0.186508,12,54,72
0.188957,12,54,78
0.158846,12,54,84
0.158161,12,54,90
0.155595,12,54,96
0.141785,12,60,0
0.140301,12,60,6
0.142324,12,60,12
0.156796,12,60,18
0.156532,12,60,24
0.157396,12,60,30
0.172259,12,60,36
0.171185,12,60,42
0.172221,12,60,48
0.169995,12,60,54
0.171637,12,60,60
0.172587,12,60,66
0.172945,12,60,72
0.173361,12,60,78
0.171783,12,60,84
0.157089,12,60,90
0.155654,12,60,96
0.140012,12,66,0
0.138811,12,66,6
0.140683,12,66,12
0.154063,12,66,18
0.157014,12,66,24
0.174393,12,66,30
0.172241,12,66,36
0.172784,12,66,42
0.170403,12,66,48
0.171006,12,66,54
0.171799,12,66,60
0.171754,12,66,66
0.172671,12,66,72
0.175407,12,66,78
0.171943,12,66,84
0.155473,12,66,90
0.155492,12,66,96
0.125438,12,72,0
0.141251,12,72,6
0.142818,12,72,12
0.158467,12,72,18
0.158298,12,72,24
0.159689,12,72,30
0.172979,12,72,36
0.172544,12,72,42
0.16959,12,72,48
0.171824,12,72,54
0.172994,12,72,60
0.169874,12,72,66
0.173398,12,72,72
0.173542,12,72,78
0.169649,12,72,84
0.156086,12,72,90
0.157883,12,72,96
0.124222,12,78,0
0.139126,12,78,6
0.141287,12,78,12
0.1554,12,78,18
0.156608,12,78,24
0.15573,12,78,30
0.156695,12,78,36
0.170359,12,78,42
0.171871,12,78,48
0.171148,12,78,54
0.172251,12,78,60
0.173129,12,78,66
0.170915,12,78,72
0.173473,12,78,78
0.171435,12,78,84
0.156653,12,78,90
0.153578,12,78,96
0.138854,12,84,0
0.142227,12,84,6
0.141965,12,84,12
0.157275,12,84,18
0.1567,12,84,24
0.157276,12,84,30
0.170236,12,84,36
0.171427,12,84,42
0.171429,12,84,48
0.172432,12,84,54
0.17096,12,84,60
0.202654,12,84,66
0.169977,12,84,72
0.172128,12,84,78
0.170864,12,84,84
0.157563,12,84,90
0.156885,12,84,96
0.134313,12,90,0
0.229007,12,90,6
0.140229,12,90,12
0.141324,12,90,18
0.156351,12,90,24
0.156864,12,90,30
0.1569,12,90,36
0.172728,12,90,42
0.171117,12,90,48
0.173573,12,90,54
0.17096,12,90,60
0.170852,12,90,66
0.171687,12,90,72
0.170324,12,90,78
0.173767,12,90,84
0.171167,12,90,90
0.153737,12,90,96
0.14157,12,96,0
0.14054,12,96,6
0.141739,12,96,12
0.14019,12,96,18
0.139466,12,96,24
0.157816,12,96,30
0.154832,12,96,36
0.15731,12,96,42
0.171288,12,96,48
0.169655,12,96,54
0.171845,12,96,60
0.172036,12,96,66
0.17012,12,96,72
0.155544,12,96,78
0.172356,12,96,84
0.172115,12,96,90
0.172019,12,96,96
0.126854,18,0,0
0.124077,18,0,6
0.125356,18,0,12
0.141865,18,0,18
0.141099,18,0,24
0.141998,18,0,30
0.141159,18,0,36
0.140757,18,0,42
0.141636,18,0,48
0.13932,18,0,54
0.140319,18,0,60
0.140052,18,0,66
0.141052,18,0,72
0.142099,18,0,78
0.13978,18,0,84
0.124669,18,0,90
0.127131,18,0,96
0.126191,18,6,0
0.140108,18,6,6
0.140965,18,6,12
0.142446,18,6,18
0.139805,18,6,24
0.143464,18,6,30
0.142204,18,6,36
0.142945,18,6,42
0.156718,18,6,48
0.157656,18,6,54
0.156491,18,6,60
0.14253,18,6,66
0.141438,18,6,72
0.142857,18,6,78
0.140541,18,6,84
0.140012,18,6,90
0.141124,18,6,96
0.125962,18,12,0
0.13826,18,12,6
0.143416,18,12,12
0.139858,18,12,18
0.141879,18,12,24
0.142887,18,12,30
0.156014,18,12,36
0.155888,18,12,42
0.156282,18,12,48
0.157458,18,12,54
0.157333,18,12,60
0.157632,18,12,66
0.139449,18,12,72
0.140738,18,12,78
0.138903,18,12,84
0.141902,18,12,90
0.141471,18,12,96
0.12653,18,18,0
0.139337,18,18,6
0.141158,18,18,12
0.153888,18,18,18
0.156453,18,18,24
0.141827,18,18,30
0.156369,18,18,36
0.158288,18,18,42
0.156264,18,18,48
0.157755,18,18,54
0.155761,18,18,60
0.156741,18,18,66
0.154232,18,18,72
0.156074,18,18,78
0.140317,18,18,84
0.141182,18,18,90
0.138774,18,18,96
0.127332,18,24,0
0.141279,18,24,6
0.138523,18,24,12
0.143272,18,24,18
0.154741,18,24,24
0.158634,18,24,30
0.155289,18,24,36
0.1576,18,24,42
0.158481,18,24,48
0.157317,18,24,54
0.158003,18,24,60
0.157478,18,24,66
0.157167,18,24,72
0.157799,18,24,78
0.139933,18,24,84
0.14063,18,24,90
0.140314,18,24,96
0.126036,18,30,0
0.141303,18,30,6
0.1413,18,30,12
0.142107,18,30,18
0.156384,18,30,24
0.156632,18,30,30
0.155047,18,30,36
0.155816,18,30,42
0.154957,18,30,48
0.173124,18,30,54
0.155324,18,30,60
0.155918,18,30,66
0.156375,18,30,72
0.156609,18,30,78
0.157014,18,30,84
0.156031,18,30,90
0.139704,18,30,96
0.140753,18,36,0
0.140428,18,36,6
0.142383,18,36,12
0.140771,18,36,18
0.157942,18,36,24
0.173144,18,36,30
0.171307,18,36,36
0.157646,18,36,42
0.157365,18,36,48
0.171049,18,36,54
0.171171,18,36,60
0.156371,18,36,66
0.156319,18,36,72
0.155562,18,36,78
0.157389,18,36,84
0.154279,18,36,90
0.157713,18,36,96
0.141147,18,42,0
0.140415,18,42,6
0.142796,18,42,12
0.156398,18,42,18
0.157568,18,42,24
0.156531,18,42,30
0.172314,18,42,36
0.17189,18,42,42
0.173786,18,42,48
0.172002,18,42,54
0.172111,18,42,60
0.172545,18,42,66
0.173116,18,42,72
0.171173,18,42,78
0.17297,18,42,84
0.156016,18,42,90
0.1728,18,42,96
0.14028,18,48,0
0.140579,18,48,6
0.140963,18,48,12
0.155179,18,48,18
0.156615,18,48,24
0.157263,18,48,30
0.18803,18,48,36
0.171684,18,48,42
0.171237,18,48,48
0.174463,18,48,54
0.186424,18,48,60
0.171563,18,48,66
0.172101,18,48,72
0.171262,18,48,78
0.172025,18,48,84
0.155793,18,48,90
0.155555,18,48,96
0.141883,18,54,0
0.170772,18,54,6
0.15579,18,54,12
0.155993,18,54,18
0.156963,18,54,24
0.157554,18,54,30
0.17106,18,54,36
0.17174,18,54,42
0.172559,18,54,48
0.171807,18,54,54
0.172008,18,54,60
0.170221,18,54,66
0.170696,18,54,72
0.17228,18,54,78
0.171868,18,54,84
0.156264,18,54,90
0.155456,18,54,96
0.168405,18,60,0
0.14739,18,60,6
0.155221,18,60,12
0.155324,18,60,18
0.154797,18,60,24
0.170831,18,60,30
0.170039,18,60,36
0.17139,18,60,42
0.172748,18,60,48
0.171695,18,60,54
0.173551,18,60,60
0.185694,18,60,66
0.17159,18,60,72
0.171301,18,60,78
0.171159,18,60,84
0.171296,18,60,90
0.15812,18,60,96
0.138176,18,66,0
0.141027,18,66,6
0.157373,18,66,12
0.157262,18,66,18
0.15479,18,66,24
0.170102,18,66,30
0.171889,18,66,36
0.170913,18,66,42
0.173099,18,66,48
0.17074,18,66,54
0.172466,18,66,60
0.170777,18,66,66
0.187788,18,66,72
0.17109,18,66,78
0.174419,18,66,84
0.170836,18,66,90
0.157921,18,66,96
0.140207,18,72,0
0.139657,18,72,6
0.154425,18,72,12
0.156952,18,72,18
0.158229,18,72,24
0.172478,18,72,30
0.172793,18,72,36
0.171019,18,72,42
0.170681,18,72,48
0.173471,18,72,54
0.173186,18,72,60
0.189415,18,72,66
0.173885,18,72,72
0.17262,18,72,78
0.172411,18,72,84
0.170521,18,72,90
0.155632,18,72,96
0.141456,18,78,0
0.140031,18,78,6
0.142285,18,78,12
0.157488,18,78,18
0.156748,18,78,24
0.171067,18,78,30
0.171724,18,78,36
0.173703,18,78,42
0.17177,18,78,48
0.172385,18,78,54
0.171738,18,78,60
0.172014,18,78,66
0.169434,18,78,72
0.173428,18,78,78
0.17468,18,78,84
0.17123,18,78,90
0.15645,18,78,96
0.12471,18,84,0
0.142613,18,84,6
0.141063,18,84,12
0.158114,18,84,18
0.154496,18,84,24
0.17219,18,84,30
0.172113,18,84,36
0.171039,18,84,42
0.170952,18,84,48
0.18619,18,84,54
0.188294,18,84,60
0.169629,18,84,66
0.171411,18,84,72
0.171028,18,84,78
0.172024,18,84,84
0.173859,18,84,90
0.156706,18,84,96
0.141919,18,90,0
0.140214,18,90,6
0.140637,18,90,12
0.141732,18,90,18
0.156674,18,90,24
0.156609,18,90,30
0.170794,18,90,36
0.170265,18,90,42
0.171711,18,90,48
0.17121,18,90,54
0.172825,18,90,60
0.171874,18,90,66
0.172561,18,90,72
0.17285,18,90,78
0.174047,18,90,84
0.156921,18,90,90
0.156479,18,90,96
0.127016,18,96,0
0.141782,18,96,6
0.140887,18,96,12
0.140846,18,96,18
0.15648,18,96,24
0.158942,18,96,30
0.156855,18,96,36
0.170157,18,96,42
0.1724,18,96,48
0.170145,18,96,54
0.174006,18,96,60
0.17443,18,96,66
0.172504,18,96,72
0.1714,18,96,78
0.171335,18,96,84
0.157378,18,96,90
0.156257,18,96,96
0.127084,24,0,0
0.126964,24,0,6
0.142083,24,0,12
0.155705,24,0,18
0.140746,24,0,24
0.140262,24,0,30
0.139898,24,0,36
0.155662,24,0,42
0.140805,24,0,48
0.141989,24,0,54
0.142978,24,0,60
0.140994,24,0,66
0.141095,24,0,72
0.125969,24,0,78
0.127014,24,0,84
0.124144,24,0,90
0.123871,24,0,96
0.124751,24,6,0
0.12412,24,6,6
0.125622,24,6,12
0.138591,24,6,18
0.141471,24,6,24
0.154508,24,6,30
0.154847,24,6,36
0.157373,24,6,42
0.157315,24,6,48
0.156219,24,6,54
0.156198,24,6,60
0.155338,24,6,66
0.139852,24,6,72
0.142143,24,6,78
0.140847,24,6,84
0.1404,24,6,90
0.124488,24,6,96
0.124432,24,12,0
0.140182,24,12,6
0.139635,24,12,12
0.140941,24,12,18
0.141328,24,12,24
0.156716,24,12,30
0.155995,24,12,36
0.157996,24,12,42
0.155612,24,12,48
0.156511,24,12,54
0.157162,24,12,60
0.155055,24,12,66
0.140659,24,12,72
0.139918,24,12,78
0.140414,24,12,84
0.141219,24,12,90
0.141734,24,12,96
0.123529,24,18,0
0.14055,24,18,6
0.140124,24,18,12
0.141248,24,18,18
0.155311,24,18,24
0.155391,24,18,30
0.157829,24,18,36
0.156487,24,18,42
0.155417,24,18,48
0.153976,24,18,54
0.158219,24,18,60
0.156404,24,18,66
0.154832,24,18,72
0.158131,24,18,78
0.153564,24,18,84
0.140457,24,18,90
0.139581,24,18,96
0.127818,24,24,0
0.142818,24,24,6
0.141351,24,24,12
0.172835,24,24,18
0.156377,24,24,24
0.157449,24,24,30
0.156585,24,24,36
0.171813,24,24,42
0.156049,24,24,48
0.173004,24,24,54
0.1732,24,24,60
0.174501,24,24,66
0.157007,24,24,72
0.156168,24,24,78
0.156986,24,24,84
0.1393,24,24,90
0.15645,24,24,96
0.141576,24,30,0
0.140384,24,30,6
0.141037,24,30,12
0.139977,24,30,18
0.154707,24,30,24
0.155506,24,30,30
0.172019,24,30,36
0.173293,24,30,42
0.170868,24,30,48
0.172211,24,30,54
0.173928,24,30,60
0.171515,24,30,66
0.157003,24,30,72
0.186358,24,30,78
0.154164,24,30,84
0.156178,24,30,90
0.140686,24,30,96
0.140049,24,36,0
0.141802,24,36,6
0.141111,24,36,12
0.156661,24,36,18
0.156286,24,36,24
0.157998,24,36,30
0.17227,24,36,36
0.174183,24,36,42
0.172475,24,36,48
0.173303,24,36,54
0.172345,24,36,60
0.172277,24,36,66
