time,var_1_int,var_2_int,var_1_value,var_2_value
0.173618,1,87,--a -49,--b 37
0.172022,92,14,--a 42,--b -36
0.186556,87,68,--a 37,--b 18
0.18618,96,34,--a 46,--b -16
0.187185,98,82,--a 48,--b 32
0.140103,43,14,--a -7,--b -36
0.189244,37,55,--a -13,--b 5
0.204297,20,58,--a -30,--b 8
0.173399,0,92,--a -50,--b 42
0.188817,92,33,--a 42,--b -17
0.142549,64,97,--a 14,--b 47
0.188437,22,64,--a -28,--b 14
0.188701,13,80,--a -37,--b 30
0.175744,38,81,--a -12,--b 31
0.157283,64,77,--a 14,--b 27
0.171729,25,19,--a -25,--b -31
0.11131,47,97,--a -3,--b 47
0.187711,20,69,--a -30,--b 19
0.187036,99,67,--a 49,--b 17
0.1873,0,76,--a -50,--b 26
0.170247,41,62,--a -9,--b 12
0.172862,2,14,--a -48,--b -36
0.141236,46,39,--a -4,--b -11
0.155642,30,7,--a -20,--b -43
0.172249,30,72,--a -20,--b 22
0.173231,10,10,--a -40,--b -40
0.206128,93,62,--a 43,--b 12
0.172722,8,97,--a -42,--b 47
0.172133,68,98,--a 18,--b 48
0.174395,16,16,--a -34,--b -34
0.220024,84,60,--a 34,--b 10
0.173749,70,21,--a 20,--b -29
0.187802,33,67,--a -17,--b 17
0.125318,77,54,--a 27,--b 4
0.189408,27,69,--a -23,--b 19
0.188888,96,93,--a 46,--b 43
0.203871,88,25,--a 38,--b -25
0.220104,91,39,--a 41,--b -11
0.109539,51,85,--a 1,--b 35
0.10886,83,47,--a 33,--b -3
0.172367,56,66,--a 6,--b 16
0.155709,57,15,--a 7,--b -35
0.186758,31,28,--a -19,--b -22
0.109377,8,43,--a -42,--b -7
0.206598,2,75,--a -48,--b 25
0.201514,70,29,--a 20,--b -21
0.187215,75,28,--a 25,--b -22
0.187475,0,9,--a -50,--b -41
0.188838,90,80,--a 40,--b 30
0.190113,7,29,--a -43,--b -21
0.190172,8,4,--a -42,--b -46
0.157295,42,9,--a -8,--b -41
0.204932,65,30,--a 15,--b -20
0.15617,35,85,--a -15,--b 35
0.157516,62,27,--a 12,--b -23
0.155989,69,16,--a 19,--b -34
0.189799,92,73,--a 42,--b 23
0.188761,73,60,--a 23,--b 10
0.155462,31,100,--a -19,--b 50
0.203996,60,52,--a 10,--b 2
0.173586,24,12,--a -26,--b -38
0.17261,12,84,--a -38,--b 34
0.188482,55,45,--a 5,--b -5
0.203317,54,52,--a 4,--b 2
0.143053,59,93,--a 9,--b 43
0.188402,6,86,--a -44,--b 36
0.188621,83,82,--a 33,--b 32
0.203631,12,7,--a -38,--b -43
0.094701,51,93,--a 1,--b 43
0.140732,43,13,--a -7,--b -37
0.157361,31,24,--a -19,--b -26
0.186699,24,68,--a -26,--b 18
0.15481,57,17,--a 7,--b -33
0.139211,54,23,--a 4,--b -27
0.204009,35,59,--a -15,--b 9
0.186997,31,9,--a -19,--b -41
0.156466,56,70,--a 6,--b 20
0.173625,12,6,--a -38,--b -44
0.188864,83,69,--a 33,--b 19
0.171835,1,11,--a -49,--b -39
0.188719,96,30,--a 46,--b -20
0.094471,21,52,--a -29,--b 2
0.17197,62,61,--a 12,--b 11
0.093726,27,51,--a -23,--b 1
0.18866,7,21,--a -43,--b -29
0.092615,48,0,--a -2,--b -50
0.109791,49,33,--a -1,--b -17
0.169079,100,100,--a 50,--b 50
0.156809,58,36,--a 8,--b -14
0.125443,54,89,--a 4,--b 39
0.170669,93,100,--a 43,--b 50
0.155613,71,84,--a 21,--b 34
0.203594,91,62,--a 41,--b 12
0.172143,19,24,--a -31,--b -26
0.157558,37,27,--a -13,--b -23
0.188688,7,74,--a -43,--b 24
0.187768,94,69,--a 44,--b 19
0.17141,7,95,--a -43,--b 45
0.141978,40,7,--a -10,--b -43
0.187679,6,74,--a -44,--b 24
0.186325,61,64,--a 11,--b 14
0.159744,67,20,--a 17,--b -30
0.18772,7,65,--a -43,--b 15
0.190119,10,23,--a -40,--b -27
0.203847,8,76,--a -42,--b 26
0.188695,8,86,--a -42,--b 36
0.10844,30,51,--a -20,--b 1
0.202882,15,72,--a -35,--b 22
0.187723,31,74,--a -19,--b 24
0.15396,76,5,--a 26,--b -45
0.17267,79,10,--a 29,--b -40
0.123778,53,84,--a 3,--b 34
0.188688,74,72,--a 24,--b 22
0.203544,66,40,--a 16,--b -10
0.173866,33,26,--a -17,--b -24
0.188748,85,91,--a 35,--b 41
0.155654,40,30,--a -10,--b -20
0.077641,33,50,--a -17,--b 0
0.172043,16,85,--a -34,--b 35
0.202467,82,38,--a 32,--b -12
0.188157,58,40,--a 8,--b -10
0.173697,96,9,--a 46,--b -41
0.094713,1,58,--a -49,--b 8
0.172141,79,72,--a 29,--b 22
0.171662,12,9,--a -38,--b -41
0.172683,68,27,--a 18,--b -23
0.172798,64,33,--a 14,--b -17
0.092741,16,44,--a -34,--b -6
0.190517,8,31,--a -42,--b -19
0.14239,47,36,--a -3,--b -14
0.221638,20,56,--a -30,--b 6
0.172354,69,90,--a 19,--b 40
0.174582,38,78,--a -12,--b 28
0.187017,83,67,--a 33,--b 17
0.202156,1,85,--a -49,--b 35
0.234293,70,38,--a 20,--b -12
0.174654,84,13,--a 34,--b -37
0.188334,17,33,--a -33,--b -17
0.172206,14,13,--a -36,--b -37
0.187643,95,70,--a 45,--b 20
0.187305,19,34,--a -31,--b -16
0.15537,36,77,--a -14,--b 27
0.154336,26,91,--a -24,--b 41
0.141559,43,26,--a -7,--b -24
0.171386,87,81,--a 37,--b 31
0.171556,33,64,--a -17,--b 14
0.169438,62,32,--a 12,--b -18
0.187843,6,11,--a -44,--b -39
0.108187,81,54,--a 31,--b 4
0.156989,35,5,--a -15,--b -45
0.110192,0,42,--a -50,--b -8
0.203421,98,16,--a 48,--b -34
0.188492,81,33,--a 31,--b -17
0.157126,20,94,--a -30,--b 44
0.093342,90,54,--a 40,--b 4
0.157376,71,1,--a 21,--b -49
0.17045,14,9,--a -36,--b -41
0.172082,88,19,--a 38,--b -31
0.171624,69,4,--a 19,--b -46
0.123845,47,74,--a -3,--b 24
0.1576,70,18,--a 20,--b -32
0.125872,55,16,--a 5,--b -34
0.202539,5,39,--a -45,--b -11
0.109686,46,5,--a -4,--b -45
0.140981,45,26,--a -5,--b -24
0.204888,87,31,--a 37,--b -19
0.173606,85,13,--a 35,--b -37
0.126305,45,99,--a -5,--b 49
0.093293,71,52,--a 21,--b 2
0.156604,79,95,--a 29,--b 45
0.188337,19,30,--a -31,--b -20
0.173531,20,22,--a -30,--b -28
0.10919,52,3,--a 2,--b -47
0.171404,22,94,--a -28,--b 44
0.141863,42,100,--a -8,--b 50
0.125288,52,85,--a 2,--b 35
0.203425,94,31,--a 44,--b -19
0.170979,34,20,--a -16,--b -30
0.189548,100,89,--a 50,--b 39
0.110373,13,48,--a -37,--b -2
0.219073,4,60,--a -46,--b 10
0.185429,28,25,--a -22,--b -25
0.189127,58,44,--a 8,--b -6
0.158923,39,29,--a -11,--b -21
0.159655,28,3,--a -22,--b -47
0.172922,84,24,--a 34,--b -26
0.124846,51,42,--a 1,--b -8
0.1413,35,8,--a -15,--b -42
0.205765,98,35,--a 48,--b -15
0.156357,44,82,--a -6,--b 32
0.094819,65,51,--a 15,--b 1
0.200838,86,68,--a 36,--b 18
0.125151,42,3,--a -8,--b -47
0.189022,14,33,--a -36,--b -17
0.189433,22,74,--a -28,--b 24
0.172187,33,4,--a -17,--b -46
0.204351,13,76,--a -37,--b 26
0.187899,55,44,--a 5,--b -6
0.189153,40,55,--a -10,--b 5
0.188878,77,65,--a 27,--b 15
0.111154,14,49,--a -36,--b -1
0.156297,32,5,--a -18,--b -45
0.095476,90,55,--a 40,--b 5
0.215408,0,66,--a -50,--b 16
0.156459,68,87,--a 18,--b 37
0.187434,92,94,--a 42,--b 44
0.186796,94,85,--a 44,--b 35
0.093642,25,46,--a -25,--b -4
0.125442,55,8,--a 5,--b -42
0.202595,85,42,--a 35,--b -8
0.188372,79,40,--a 29,--b -10
0.173752,84,15,--a 34,--b -35
0.202749,92,38,--a 42,--b -12
0.173404,64,39,--a 14,--b -11
0.109616,85,52,--a 35,--b 2
0.095003,41,51,--a -9,--b 1
0.204961,89,37,--a 39,--b -13
0.172604,70,16,--a 20,--b -34
0.109408,24,53,--a -26,--b 3
0.109073,85,48,--a 35,--b -2
0.186522,86,95,--a 36,--b 45
0.187662,22,78,--a -28,--b 28
0.223588,72,38,--a 22,--b -12
0.110266,51,70,--a 1,--b 20
0.204766,0,38,--a -50,--b -12
0.157667,36,26,--a -14,--b -24
0.125602,55,100,--a 5,--b 50
0.171724,74,77,--a 24,--b 27
0.203063,83,41,--a 33,--b -9
0.187066,59,56,--a 9,--b 6
0.124184,56,86,--a 6,--b 36
0.188723,27,65,--a -23,--b 15
0.139732,60,94,--a 10,--b 44
0.171768,21,84,--a -29,--b 34
0.18715,10,36,--a -40,--b -14
0.155248,65,84,--a 15,--b 34
0.172566,81,79,--a 31,--b 29
0.139165,42,11,--a -8,--b -39
0.203318,86,39,--a 36,--b -11
0.157097,18,3,--a -32,--b -47
0.187614,5,31,--a -45,--b -19
0.142235,60,78,--a 10,--b 28
0.172644,98,9,--a 48,--b -41
0.188397,58,53,--a 8,--b 3
0.171295,80,73,--a 30,--b 23
0.173408,24,91,--a -26,--b 41
0.109949,89,49,--a 39,--b -1
0.094261,63,51,--a 13,--b 1
0.155018,31,18,--a -19,--b -32
0.170224,83,88,--a 33,--b 38
0.172506,0,96,--a -50,--b 46
0.18914,98,13,--a 48,--b -37
0.092524,99,54,--a 49,--b 4
0.172814,28,22,--a -22,--b -28
0.206061,89,66,--a 39,--b 16
0.142214,59,6,--a 9,--b -44
0.202786,71,31,--a 21,--b -19
0.219725,15,58,--a -35,--b 8
0.219124,17,59,--a -33,--b 9
0.217911,85,67,--a 35,--b 17
0.202662,71,76,--a 21,--b 26
0.155009,40,96,--a -10,--b 46
0.156246,56,78,--a 6,--b 28
0.219261,92,64,--a 42,--b 14
0.155449,54,70,--a 4,--b 20
0.157622,57,20,--a 7,--b -30
0.235656,95,60,--a 45,--b 10
0.158608,57,33,--a 7,--b -17
0.186666,96,31,--a 46,--b -19
0.190787,81,35,--a 31,--b -15
0.173748,98,99,--a 48,--b 49
0.172465,66,62,--a 16,--b 12
0.187683,80,30,--a 30,--b -20
0.206047,35,56,--a -15,--b 6
0.187709,9,91,--a -41,--b 41
0.173077,36,30,--a -14,--b -20
0.20222,34,42,--a -16,--b -8
0.17261,40,69,--a -10,--b 19
0.189221,10,17,--a -40,--b -33
0.172839,19,29,--a -31,--b -21
0.109285,49,88,--a -1,--b 38
0.17238,19,90,--a -31,--b 40
0.157836,27,8,--a -23,--b -42
0.188982,53,52,--a 3,--b 2
0.157081,42,69,--a -8,--b 19
0.203583,59,53,--a 9,--b 3
0.188028,7,26,--a -43,--b -24
0.202781,53,49,--a 3,--b -1
0.186556,98,74,--a 48,--b 24
0.173383,89,2,--a 39,--b -48
0.204319,97,73,--a 47,--b 23
0.141258,48,61,--a -2,--b 11
0.094008,0,45,--a -50,--b -5
0.141417,38,96,--a -12,--b 46
0.157256,49,53,--a -1,--b 3
0.155977,68,95,--a 18,--b 45
0.172842,77,28,--a 27,--b -22
0.169663,62,28,--a 12,--b -22
0.2037,34,55,--a -16,--b 5
0.155634,62,3,--a 12,--b -47
0.124286,49,43,--a -1,--b -7
0.188135,85,86,--a 35,--b 36
0.094686,51,92,--a 1,--b 42
0.2178,21,59,--a -29,--b 9
0.16784,16,79,--a -34,--b 29
0.173148,68,3,--a 18,--b -47
0.079214,50,75,--a 0,--b 25
0.15702,72,84,--a 22,--b 34
0.171472,3,10,--a -47,--b -40
0.093599,82,54,--a 32,--b 4
0.173168,23,6,--a -27,--b -44
0.093436,33,48,--a -17,--b -2
0.1565,41,27,--a -9,--b -23
0.188652,58,41,--a 8,--b -9
0.14161,43,97,--a -7,--b 47
0.109745,96,53,--a 46,--b 3
0.175374,32,10,--a -18,--b -40
0.142404,60,2,--a 10,--b -48
0.187659,95,69,--a 45,--b 19
0.093137,6,44,--a -44,--b -6
0.157393,28,83,--a -22,--b 33
0.171418,8,99,--a -42,--b 49
0.156955,83,5,--a 33,--b -45
0.174775,96,3,--a 46,--b -47
0.172824,31,25,--a -19,--b -25
0.188131,2,79,--a -48,--b 29
0.203185,16,60,--a -34,--b 10
0.172836,85,14,--a 35,--b -36
0.172309,72,27,--a 22,--b -23
0.141654,59,89,--a 9,--b 39
0.172696,32,98,--a -18,--b 48
0.140246,47,21,--a -3,--b -29
0.188528,77,77,--a 27,--b 27
0.188875,95,91,--a 45,--b 41
0.170921,14,99,--a -36,--b 49
0.204666,20,39,--a -30,--b -11
0.18809,13,74,--a -37,--b 24
0.203337,3,39,--a -47,--b -11
0.169534,73,86,--a 23,--b 36
0.093836,48,50,--a -2,--b 0
0.2052,91,25,--a 41,--b -25
0.189107,9,75,--a -41,--b 25
0.172399,88,80,--a 38,--b 30
0.157127,31,13,--a -19,--b -37
0.173191,89,98,--a 39,--b 48
0.140342,38,87,--a -12,--b 37
0.172506,76,15,--a 26,--b -35
0.15571,72,100,--a 22,--b 50
0.093683,5,44,--a -45,--b -6
0.203322,68,54,--a 18,--b 4
0.093737,84,47,--a 34,--b -3
0.201853,8,64,--a -42,--b 14
0.20292,82,43,--a 32,--b -7
0.091975,1,53,--a -49,--b 3
0.139484,62,13,--a 12,--b -37
0.172547,55,46,--a 5,--b -4
0.203556,81,58,--a 31,--b 8
0.172914,90,19,--a 40,--b -31
0.125121,55,22,--a 5,--b -28
0.187139,93,66,--a 43,--b 16
0.187617,83,34,--a 33,--b -16
0.187051,78,68,--a 28,--b 18
0.200937,99,61,--a 49,--b 11
0.187377,59,55,--a 9,--b 5
0.186186,93,75,--a 43,--b 25
0.189061,34,41,--a -16,--b -9
0.158295,31,11,--a -19,--b -39
0.186202,35,57,--a -15,--b 7
0.156606,31,96,--a -19,--b 46
0.15633,59,72,--a 9,--b 22
0.172188,78,85,--a 28,--b 35
0.140425,48,43,--a -2,--b -7
0.203302,3,63,--a -47,--b 13
0.143484,41,23,--a -9,--b -27
0.14037,45,33,--a -5,--b -17
0.154267,76,89,--a 26,--b 39
0.154735,35,71,--a -15,--b 21
0.203849,1,66,--a -49,--b 16
0.155931,24,10,--a -26,--b -40
0.156385,30,92,--a -20,--b 42
0.12549,52,62,--a 2,--b 12
0.158653,71,97,--a 21,--b 47
0.156832,30,88,--a -20,--b 38
0.142347,60,82,--a 10,--b 32
0.125434,57,2,--a 7,--b -48
0.205527,11,37,--a -39,--b -13
0.11033,28,51,--a -22,--b 1
0.203033,88,31,--a 38,--b -19
0.157792,39,84,--a -11,--b 34
0.094987,74,47,--a 24,--b -3
0.156512,60,70,--a 10,--b 20
0.187495,67,44,--a 17,--b -6
0.109153,54,95,--a 4,--b 45
0.188938,70,42,--a 20,--b -8
0.124624,45,89,--a -5,--b 39
0.153526,58,34,--a 8,--b -16
0.156199,39,32,--a -11,--b -18
0.157858,29,15,--a -21,--b -35
0.185866,92,24,--a 42,--b -26
0.142058,40,15,--a -10,--b -35
0.187762,95,68,--a 45,--b 18
0.17262,97,88,--a 47,--b 38
0.17356,23,24,--a -27,--b -26
0.155742,27,94,--a -23,--b 44
0.155066,61,35,--a 11,--b -15
0.191418,92,75,--a 42,--b 25
0.187597,97,67,--a 47,--b 17
0.202559,76,36,--a 26,--b -14
0.187555,12,24,--a -38,--b -26
0.158507,37,29,--a -13,--b -21
0.1248,46,22,--a -4,--b -28
0.141925,38,1,--a -12,--b -49
0.187727,90,68,--a 40,--b 18
0.18923,16,35,--a -34,--b -15
0.189274,5,6,--a -45,--b -44
0.234516,70,37,--a 20,--b -13
0.187034,89,16,--a 39,--b -34
0.202709,81,96,--a 31,--b 46
0.202672,1,73,--a -49,--b 23
0.093555,61,51,--a 11,--b 1
0.203839,61,52,--a 11,--b 2
0.094098,62,51,--a 12,--b 1
0.094963,60,51,--a 10,--b 1
0.09331,63,52,--a 13,--b 2
0.203794,2,59,--a -48,--b 9
0.0945,20,54,--a -30,--b 4
0.095258,69,53,--a 19,--b 3
0.094059,61,49,--a 11,--b -1
0.204489,82,56,--a 32,--b 6
0.222104,81,56,--a 31,--b 6
0.218725,73,43,--a 23,--b -7
0.063231,50,50,--a 0,--b 0
0.218561,58,48,--a 8,--b -2
0.189847,57,43,--a 7,--b -7
0.232794,71,54,--a 21,--b 4
0.15555,52,41,--a 2,--b -9
0.186346,52,48,--a 2,--b -2
0.187823,60,57,--a 10,--b 7
0.203002,70,41,--a 20,--b -9
0.109944,8,55,--a -42,--b 5
0.201895,11,68,--a -39,--b 18
0.188157,11,67,--a -39,--b 17
0.109236,6,56,--a -44,--b 6
0.201554,7,66,--a -43,--b 16
0.204236,19,42,--a -31,--b -8
0.21897,15,59,--a -35,--b 9
0.108035,20,52,--a -30,--b 2
0.093855,20,49,--a -30,--b -1
0.203196,60,56,--a 10,--b 6
0.218448,62,54,--a 12,--b 4
0.204237,72,61,--a 22,--b 11
0.219886,66,45,--a 16,--b -5
0.219378,54,51,--a 4,--b 1
0.141934,51,55,--a 1,--b 5
0.172195,62,60,--a 12,--b 10
0.079873,70,50,--a 20,--b 0
0.094433,74,49,--a 24,--b -1
0.093086,79,53,--a 29,--b 3
0.094598,74,53,--a 24,--b 3
0.187633,75,60,--a 25,--b 10
0.204031,80,58,--a 30,--b 8
0.20331,91,59,--a 41,--b 9
0.2027,76,57,--a 26,--b 7
0.079243,83,50,--a 33,--b 0
0.199573,79,68,--a 29,--b 18
0.187153,73,65,--a 23,--b 15
0.113997,71,53,--a 21,--b 3
0.106085,20,55,--a -30,--b 5
0.10873,70,53,--a 20,--b 3
0.094131,81,55,--a 31,--b 5
0.221073,62,53,--a 12,--b 3
0.09354,82,55,--a 32,--b 5
0.095302,62,52,--a 12,--b 2
0.109835,81,47,--a 31,--b -3
0.10996,78,51,--a 28,--b 1
0.203734,66,57,--a 16,--b 7
0.09338,73,50,--a 23,--b 0
0.203471,81,61,--a 31,--b 11
0.111117,17,54,--a -33,--b 4
0.094537,11,52,--a -39,--b 2
0.094293,11,56,--a -39,--b 6
0.094839,22,52,--a -28,--b 2
0.093194,12,51,--a -38,--b 1
0.093711,78,53,--a 28,--b 3
0.204994,76,56,--a 26,--b 6
0.20233,80,57,--a 30,--b 7
0.094295,76,51,--a 26,--b 1
0.189121,88,63,--a 38,--b 13
0.188644,79,63,--a 29,--b 13
0.187864,85,62,--a 35,--b 12
0.202455,83,57,--a 33,--b 7
0.078361,78,50,--a 28,--b 0
0.202957,87,60,--a 37,--b 10
0.202762,73,45,--a 23,--b -5
0.07888,74,50,--a 24,--b 0
0.07839,91,50,--a 41,--b 0
0.172079,65,62,--a 15,--b 12
0.174967,55,54,--a 5,--b 4
0.188103,64,63,--a 14,--b 13
0.202384,66,59,--a 16,--b 9
0.188291,61,59,--a 11,--b 9
0.093847,72,47,--a 22,--b -3
0.110844,92,55,--a 42,--b 5
0.110638,75,53,--a 25,--b 3
0.110795,85,51,--a 35,--b 1
0.201622,67,42,--a 17,--b -8
0.204892,60,58,--a 10,--b 8
0.172766,56,58,--a 6,--b 8
0.157171,56,62,--a 6,--b 12
0.172771,61,62,--a 11,--b 12
0.204442,70,54,--a 20,--b 4
0.203382,77,61,--a 27,--b 11
0.093207,67,48,--a 17,--b -2
0.093833,72,48,--a 22,--b -2
0.220306,78,58,--a 28,--b 8
0.187603,61,63,--a 11,--b 13
0.203785,82,60,--a 32,--b 10
0.093339,71,48,--a 21,--b -2
0.202335,78,63,--a 28,--b 13
0.109003,73,47,--a 23,--b -3
0.110592,86,48,--a 36,--b -2
0.110045,88,49,--a 38,--b -1
0.109441,88,51,--a 38,--b 1
0.188992,61,58,--a 11,--b 8
0.203092,71,56,--a 21,--b 6
0.17352,58,59,--a 8,--b 9
0.093094,59,51,--a 9,--b 1
0.203077,21,58,--a -29,--b 8
0.189793,26,59,--a -24,--b 9
0.094026,13,53,--a -37,--b 3
0.092739,17,46,--a -33,--b -4
0.094443,20,45,--a -30,--b -5
0.19029,70,59,--a 20,--b 9
0.174171,59,59,--a 9,--b 9
0.169718,59,43,--a 9,--b -7
0.140801,54,62,--a 4,--b 12
0.203286,53,48,--a 3,--b -2
0.157042,54,44,--a 4,--b -6
0.188755,62,44,--a 12,--b -6
0.109543,68,49,--a 18,--b -1
0.185224,64,61,--a 14,--b 11
0.201966,68,59,--a 18,--b 9
0.093465,73,49,--a 23,--b -1
0.202336,63,46,--a 13,--b -4
0.204502,74,57,--a 24,--b 7
0.21764,75,44,--a 25,--b -6
0.202642,81,62,--a 31,--b 12
0.203712,64,45,--a 14,--b -5
0.110033,84,55,--a 34,--b 5
0.110203,74,52,--a 24,--b 2
0.109922,77,52,--a 27,--b 2
0.21637,89,59,--a 39,--b 9
0.202428,75,58,--a 25,--b 8
0.11069,76,53,--a 26,--b 3
0.110133,85,53,--a 35,--b 3
0.200921,73,59,--a 23,--b 9
0.110165,88,48,--a 38,--b -2
0.17028,72,66,--a 22,--b 16
0.078844,54,50,--a 4,--b 0
0.171439,57,55,--a 7,--b 5
0.18789,68,57,--a 18,--b 7
0.201875,58,55,--a 8,--b 5
0.109084,11,49,--a -39,--b -1
0.219502,22,45,--a -28,--b -5
0.093813,22,54,--a -28,--b 4
0.204862,23,62,--a -27,--b 12
0.217194,67,46,--a 17,--b -4
0.078062,58,50,--a 8,--b 0
0.219551,53,51,--a 3,--b 1
0.172176,53,44,--a 3,--b -6
0.188676,70,57,--a 20,--b 7
0.206096,68,58,--a 18,--b 8
0.172659,57,44,--a 7,--b -6
0.203574,68,44,--a 18,--b -6
0.203047,65,45,--a 15,--b -5
0.094504,79,45,--a 29,--b -5
0.203777,68,56,--a 18,--b 6
0.170504,63,61,--a 13,--b 11
0.189309,67,61,--a 17,--b 11
0.077562,53,50,--a 3,--b 0
0.095293,58,49,--a 8,--b -1
0.188176,63,41,--a 13,--b -9
0.191352,62,43,--a 12,--b -7
0.203674,62,56,--a 12,--b 6
0.171419,51,48,--a 1,--b -2
0.171628,56,45,--a 6,--b -5
0.108643,64,49,--a 14,--b -1
0.077941,50,39,--a 0,--b -11
0.20329,62,57,--a 12,--b 7
0.203285,66,43,--a 16,--b -7
0.092686,50,56,--a 0,--b 6
0.1879,54,54,--a 4,--b 4
0.202631,69,46,--a 19,--b -4
0.202284,72,46,--a 22,--b -4
0.093758,70,47,--a 20,--b -3
0.202979,75,61,--a 25,--b 11
0.186511,81,64,--a 31,--b 14
0.201609,91,61,--a 41,--b 11
0.18854,71,63,--a 21,--b 13
0.093101,81,48,--a 31,--b -2
0.093858,74,48,--a 24,--b -2
0.078854,88,50,--a 38,--b 0
0.092929,79,54,--a 29,--b 4
0.092093,90,51,--a 40,--b 1
0.095143,81,52,--a 31,--b 2
0.171079,60,43,--a 10,--b -7
0.155817,55,62,--a 5,--b 12
0.095021,11,44,--a -39,--b -6
0.203862,30,54,--a -20,--b 4
0.189446,27,58,--a -23,--b 8
0.173463,60,41,--a 10,--b -9
0.156154,46,42,--a -4,--b -8
0.155365,47,57,--a -3,--b 7
0.204698,44,52,--a -6,--b 2
0.188233,61,57,--a 11,--b 7
0.173151,47,53,--a -3,--b 3
0.141658,47,41,--a -3,--b -9
0.094472,44,51,--a -6,--b 1
0.141032,49,47,--a -1,--b -3
0.20211,46,51,--a -4,--b 1
0.201892,61,53,--a 11,--b 3
0.187732,62,45,--a 12,--b -5
0.078398,50,45,--a 0,--b -5
0.188956,44,46,--a -6,--b -4
0.172048,54,53,--a 4,--b 3
0.125887,49,44,--a -1,--b -6
0.172351,56,41,--a 6,--b -9
0.204206,63,47,--a 13,--b -3
0.218142,59,47,--a 9,--b -3
0.187273,55,47,--a 5,--b -3
0.172388,48,45,--a -2,--b -5
0.109225,73,53,--a 23,--b 3
0.220002,69,44,--a 19,--b -6
0.218324,69,55,--a 19,--b 5
0.217154,81,59,--a 31,--b 9
0.109709,81,46,--a 31,--b -4
0.201349,76,63,--a 26,--b 13
0.108984,79,47,--a 29,--b -3
0.188623,75,64,--a 25,--b 14
0.094338,84,56,--a 34,--b 6
0.200067,90,62,--a 40,--b 12
0.092152,89,51,--a 39,--b 1
0.15602,56,40,--a 6,--b -10
0.171322,59,57,--a 9,--b 7
0.154715,49,52,--a -1,--b 2
0.170304,56,42,--a 6,--b -8
0.14007,53,59,--a 3,--b 9
0.157266,53,43,--a 3,--b -7
0.157845,53,57,--a 3,--b 7
0.155781,52,53,--a 2,--b 3
0.141017,52,57,--a 2,--b 7
0.157088,48,46,--a -2,--b -4
0.188119,56,53,--a 6,--b 3
