time,var_1_int,var_2_int,var_3_int,var_4_int,var_5_int,var_1_value,var_2_value,var_3_value,var_4_value,var_5_value
0.080164,0,0,199,199,999995,--vertices 100,--edges 500,--source 199,--target 199,--seed 999996
0.094152,0,0,199,398,0,--vertices 100,--edges 500,--source 199,--target 398,--seed 1
0.07751,0,0,199,398,199999,--vertices 100,--edges 500,--source 199,--target 398,--seed 200000
0.079903,0,0,199,398,399998,--vertices 100,--edges 500,--source 199,--target 398,--seed 399999
0.080122,0,0,199,398,599997,--vertices 100,--edges 500,--source 199,--target 398,--seed 599998
0.079773,0,0,199,398,799996,--vertices 100,--edges 500,--source 199,--target 398,--seed 799997
0.079945,0,0,199,398,999995,--vertices 100,--edges 500,--source 199,--target 398,--seed 999996
0.077912,0,0,199,597,0,--vertices 100,--edges 500,--source 199,--target 597,--seed 1
0.07994,0,0,199,597,199999,--vertices 100,--edges 500,--source 199,--target 597,--seed 200000
0.064024,0,0,199,597,399998,--vertices 100,--edges 500,--source 199,--target 597,--seed 399999
0.063018,0,0,199,597,599997,--vertices 100,--edges 500,--source 199,--target 597,--seed 599998
0.077824,0,0,199,597,799996,--vertices 100,--edges 500,--source 199,--target 597,--seed 799997
0.06397,0,0,199,597,999995,--vertices 100,--edges 500,--source 199,--target 597,--seed 999996
0.079806,0,0,199,796,0,--vertices 100,--edges 500,--source 199,--target 796,--seed 1
0.063995,0,0,199,796,199999,--vertices 100,--edges 500,--source 199,--target 796,--seed 200000
0.063051,0,0,199,796,399998,--vertices 100,--edges 500,--source 199,--target 796,--seed 399999
0.079893,0,0,199,796,599997,--vertices 100,--edges 500,--source 199,--target 796,--seed 599998
0.063543,0,0,199,796,799996,--vertices 100,--edges 500,--source 199,--target 796,--seed 799997
0.063241,0,0,199,796,999995,--vertices 100,--edges 500,--source 199,--target 796,--seed 999996
0.062988,0,0,199,995,0,--vertices 100,--edges 500,--source 199,--target 995,--seed 1
0.062866,0,0,199,995,199999,--vertices 100,--edges 500,--source 199,--target 995,--seed 200000
0.063939,0,0,199,995,399998,--vertices 100,--edges 500,--source 199,--target 995,--seed 399999
0.063642,0,0,199,995,599997,--vertices 100,--edges 500,--source 199,--target 995,--seed 599998
0.063906,0,0,199,995,799996,--vertices 100,--edges 500,--source 199,--target 995,--seed 799997
0.063828,0,0,199,995,999995,--vertices 100,--edges 500,--source 199,--target 995,--seed 999996
0.077965,0,0,398,0,0,--vertices 100,--edges 500,--source 398,--target 0,--seed 1
0.063106,0,0,398,0,199999,--vertices 100,--edges 500,--source 398,--target 0,--seed 200000
0.062622,0,0,398,0,399998,--vertices 100,--edges 500,--source 398,--target 0,--seed 399999
0.063167,0,0,398,0,599997,--vertices 100,--edges 500,--source 398,--target 0,--seed 599998
0.063177,0,0,398,0,799996,--vertices 100,--edges 500,--source 398,--target 0,--seed 799997
0.063677,0,0,398,0,999995,--vertices 100,--edges 500,--source 398,--target 0,--seed 999996
0.062993,0,0,398,199,0,--vertices 100,--edges 500,--source 398,--target 199,--seed 1
0.064051,0,0,398,199,199999,--vertices 100,--edges 500,--source 398,--target 199,--seed 200000
0.063789,0,0,398,199,399998,--vertices 100,--edges 500,--source 398,--target 199,--seed 399999
0.063991,0,0,398,199,599997,--vertices 100,--edges 500,--source 398,--target 199,--seed 599998
0.062915,0,0,398,199,799996,--vertices 100,--edges 500,--source 398,--target 199,--seed 799997
0.062904,0,0,398,199,999995,--vertices 100,--edges 500,--source 398,--target 199,--seed 999996
0.063914,0,0,398,398,0,--vertices 100,--edges 500,--source 398,--target 398,--seed 1
0.063304,0,0,398,398,199999,--vertices 100,--edges 500,--source 398,--target 398,--seed 200000
0.077625,0,0,398,398,399998,--vertices 100,--edges 500,--source 398,--target 398,--seed 399999
0.07972,0,0,398,398,599997,--vertices 100,--edges 500,--source 398,--target 398,--seed 599998
0.075959,0,0,398,398,799996,--vertices 100,--edges 500,--source 398,--target 398,--seed 799997
0.062788,0,0,398,398,999995,--vertices 100,--edges 500,--source 398,--target 398,--seed 999996
0.062674,0,0,398,597,0,--vertices 100,--edges 500,--source 398,--target 597,--seed 1
0.063935,0,0,398,597,199999,--vertices 100,--edges 500,--source 398,--target 597,--seed 200000
0.062931,0,0,398,597,399998,--vertices 100,--edges 500,--source 398,--target 597,--seed 399999
0.062989,0,0,398,597,599997,--vertices 100,--edges 500,--source 398,--target 597,--seed 599998
0.063862,0,0,398,597,799996,--vertices 100,--edges 500,--source 398,--target 597,--seed 799997
0.062903,0,0,398,597,999995,--vertices 100,--edges 500,--source 398,--target 597,--seed 999996
0.062896,0,0,398,796,0,--vertices 100,--edges 500,--source 398,--target 796,--seed 1
0.061907,0,0,398,796,199999,--vertices 100,--edges 500,--source 398,--target 796,--seed 200000
0.062995,0,0,398,796,399998,--vertices 100,--edges 500,--source 398,--target 796,--seed 399999
0.062165,0,0,398,796,599997,--vertices 100,--edges 500,--source 398,--target 796,--seed 599998
0.063669,0,0,398,796,799996,--vertices 100,--edges 500,--source 398,--target 796,--seed 799997
0.063188,0,0,398,796,999995,--vertices 100,--edges 500,--source 398,--target 796,--seed 999996
0.063422,0,0,398,995,0,--vertices 100,--edges 500,--source 398,--target 995,--seed 1
0.063088,0,0,398,995,199999,--vertices 100,--edges 500,--source 398,--target 995,--seed 200000
0.079857,0,0,398,995,399998,--vertices 100,--edges 500,--source 398,--target 995,--seed 399999
0.062679,0,0,398,995,599997,--vertices 100,--edges 500,--source 398,--target 995,--seed 599998
0.063893,0,0,398,995,799996,--vertices 100,--edges 500,--source 398,--target 995,--seed 799997
0.063984,0,0,398,995,999995,--vertices 100,--edges 500,--source 398,--target 995,--seed 999996
0.063933,0,0,597,0,0,--vertices 100,--edges 500,--source 597,--target 0,--seed 1
0.062867,0,0,597,0,199999,--vertices 100,--edges 500,--source 597,--target 0,--seed 200000
0.063867,0,0,597,0,399998,--vertices 100,--edges 500,--source 597,--target 0,--seed 399999
0.062335,0,0,597,0,599997,--vertices 100,--edges 500,--source 597,--target 0,--seed 599998
0.063065,0,0,597,0,799996,--vertices 100,--edges 500,--source 597,--target 0,--seed 799997
0.063996,0,0,597,0,999995,--vertices 100,--edges 500,--source 597,--target 0,--seed 999996
0.06315,0,0,597,199,0,--vertices 100,--edges 500,--source 597,--target 199,--seed 1
0.062955,0,0,597,199,199999,--vertices 100,--edges 500,--source 597,--target 199,--seed 200000
0.063814,0,0,597,199,399998,--vertices 100,--edges 500,--source 597,--target 199,--seed 399999
0.063011,0,0,597,199,599997,--vertices 100,--edges 500,--source 597,--target 199,--seed 599998
0.062381,0,0,597,199,799996,--vertices 100,--edges 500,--source 597,--target 199,--seed 799997
0.062884,0,0,597,199,999995,--vertices 100,--edges 500,--source 597,--target 199,--seed 999996
0.063905,0,0,597,398,0,--vertices 100,--edges 500,--source 597,--target 398,--seed 1
0.061177,0,0,597,398,199999,--vertices 100,--edges 500,--source 597,--target 398,--seed 200000
0.064195,0,0,597,398,399998,--vertices 100,--edges 500,--source 597,--target 398,--seed 399999
0.063941,0,0,597,398,599997,--vertices 100,--edges 500,--source 597,--target 398,--seed 599998
0.06393,0,0,597,398,799996,--vertices 100,--edges 500,--source 597,--target 398,--seed 799997
0.062775,0,0,597,398,999995,--vertices 100,--edges 500,--source 597,--target 398,--seed 999996
0.062945,0,0,597,597,0,--vertices 100,--edges 500,--source 597,--target 597,--seed 1
0.062842,0,0,597,597,199999,--vertices 100,--edges 500,--source 597,--target 597,--seed 200000
0.062894,0,0,597,597,399998,--vertices 100,--edges 500,--source 597,--target 597,--seed 399999
0.063554,0,0,597,597,599997,--vertices 100,--edges 500,--source 597,--target 597,--seed 599998
0.063984,0,0,597,597,799996,--vertices 100,--edges 500,--source 597,--target 597,--seed 799997
0.063946,0,0,597,597,999995,--vertices 100,--edges 500,--source 597,--target 597,--seed 999996
0.063418,0,0,597,796,0,--vertices 100,--edges 500,--source 597,--target 796,--seed 1
0.062407,0,0,597,796,199999,--vertices 100,--edges 500,--source 597,--target 796,--seed 200000
0.064247,0,0,597,796,399998,--vertices 100,--edges 500,--source 597,--target 796,--seed 399999
0.062558,0,0,597,796,599997,--vertices 100,--edges 500,--source 597,--target 796,--seed 599998
0.06314,0,0,597,796,799996,--vertices 100,--edges 500,--source 597,--target 796,--seed 799997
0.079854,0,0,597,796,999995,--vertices 100,--edges 500,--source 597,--target 796,--seed 999996
0.062884,0,0,597,995,0,--vertices 100,--edges 500,--source 597,--target 995,--seed 1
0.063503,0,0,597,995,199999,--vertices 100,--edges 500,--source 597,--target 995,--seed 200000
0.063597,0,0,597,995,399998,--vertices 100,--edges 500,--source 597,--target 995,--seed 399999
0.063318,0,0,597,995,599997,--vertices 100,--edges 500,--source 597,--target 995,--seed 599998
0.06312,0,0,597,995,799996,--vertices 100,--edges 500,--source 597,--target 995,--seed 799997
0.062456,0,0,597,995,999995,--vertices 100,--edges 500,--source 597,--target 995,--seed 999996
0.063922,0,0,796,0,0,--vertices 100,--edges 500,--source 796,--target 0,--seed 1
0.063923,0,0,796,0,199999,--vertices 100,--edges 500,--source 796,--target 0,--seed 200000
0.063926,0,0,796,0,399998,--vertices 100,--edges 500,--source 796,--target 0,--seed 399999
0.062797,0,0,796,0,599997,--vertices 100,--edges 500,--source 796,--target 0,--seed 599998
0.062936,0,0,796,0,799996,--vertices 100,--edges 500,--source 796,--target 0,--seed 799997
0.063266,0,0,796,0,999995,--vertices 100,--edges 500,--source 796,--target 0,--seed 999996
0.062058,0,0,796,199,0,--vertices 100,--edges 500,--source 796,--target 199,--seed 1
0.063935,0,0,796,199,199999,--vertices 100,--edges 500,--source 796,--target 199,--seed 200000
0.061887,0,0,796,199,399998,--vertices 100,--edges 500,--source 796,--target 199,--seed 399999
0.06201,0,0,796,199,599997,--vertices 100,--edges 500,--source 796,--target 199,--seed 599998
0.080246,0,0,796,199,799996,--vertices 100,--edges 500,--source 796,--target 199,--seed 799997
0.076568,0,0,796,199,999995,--vertices 100,--edges 500,--source 796,--target 199,--seed 999996
0.06381,0,0,796,398,0,--vertices 100,--edges 500,--source 796,--target 398,--seed 1
0.06404,0,0,796,398,199999,--vertices 100,--edges 500,--source 796,--target 398,--seed 200000
0.077747,0,0,796,398,399998,--vertices 100,--edges 500,--source 796,--target 398,--seed 399999
0.06406,0,0,796,398,599997,--vertices 100,--edges 500,--source 796,--target 398,--seed 599998
0.064025,0,0,796,398,799996,--vertices 100,--edges 500,--source 796,--target 398,--seed 799997
0.062223,0,0,796,398,999995,--vertices 100,--edges 500,--source 796,--target 398,--seed 999996
0.063888,0,0,796,597,0,--vertices 100,--edges 500,--source 796,--target 597,--seed 1
0.063393,0,0,796,597,199999,--vertices 100,--edges 500,--source 796,--target 597,--seed 200000
0.08005,0,0,796,597,399998,--vertices 100,--edges 500,--source 796,--target 597,--seed 399999
0.063472,0,0,796,597,599997,--vertices 100,--edges 500,--source 796,--target 597,--seed 599998
0.061842,0,0,796,597,799996,--vertices 100,--edges 500,--source 796,--target 597,--seed 799997
0.064067,0,0,796,597,999995,--vertices 100,--edges 500,--source 796,--target 597,--seed 999996
0.063841,0,0,796,796,0,--vertices 100,--edges 500,--source 796,--target 796,--seed 1
0.062928,0,0,796,796,199999,--vertices 100,--edges 500,--source 796,--target 796,--seed 200000
0.063942,0,0,796,796,399998,--vertices 100,--edges 500,--source 796,--target 796,--seed 399999
0.063807,0,0,796,796,599997,--vertices 100,--edges 500,--source 796,--target 796,--seed 599998
0.06204,0,0,796,796,799996,--vertices 100,--edges 500,--source 796,--target 796,--seed 799997
0.063511,0,0,796,796,999995,--vertices 100,--edges 500,--source 796,--target 796,--seed 999996
0.062112,0,0,796,995,0,--vertices 100,--edges 500,--source 796,--target 995,--seed 1
0.063138,0,0,796,995,199999,--vertices 100,--edges 500,--source 796,--target 995,--seed 200000
0.062946,0,0,796,995,399998,--vertices 100,--edges 500,--source 796,--target 995,--seed 399999
0.063458,0,0,796,995,599997,--vertices 100,--edges 500,--source 796,--target 995,--seed 599998
0.063156,0,0,796,995,799996,--vertices 100,--edges 500,--source 796,--target 995,--seed 799997
0.062803,0,0,796,995,999995,--vertices 100,--edges 500,--source 796,--target 995,--seed 999996
0.063721,0,0,995,0,0,--vertices 100,--edges 500,--source 995,--target 0,--seed 1
0.078029,0,0,995,0,199999,--vertices 100,--edges 500,--source 995,--target 0,--seed 200000
0.077806,0,0,995,0,399998,--vertices 100,--edges 500,--source 995,--target 0,--seed 399999
0.077069,0,0,995,0,599997,--vertices 100,--edges 500,--source 995,--target 0,--seed 599998
0.063884,0,0,995,0,799996,--vertices 100,--edges 500,--source 995,--target 0,--seed 799997
0.062969,0,0,995,0,999995,--vertices 100,--edges 500,--source 995,--target 0,--seed 999996
0.062885,0,0,995,199,0,--vertices 100,--edges 500,--source 995,--target 199,--seed 1
0.078946,0,0,995,199,199999,--vertices 100,--edges 500,--source 995,--target 199,--seed 200000
0.062909,0,0,995,199,399998,--vertices 100,--edges 500,--source 995,--target 199,--seed 399999
0.063902,0,0,995,199,599997,--vertices 100,--edges 500,--source 995,--target 199,--seed 599998
0.063099,0,0,995,199,799996,--vertices 100,--edges 500,--source 995,--target 199,--seed 799997
0.06341,0,0,995,199,999995,--vertices 100,--edges 500,--source 995,--target 199,--seed 999996
0.063563,0,0,995,398,0,--vertices 100,--edges 500,--source 995,--target 398,--seed 1
0.06326,0,0,995,398,199999,--vertices 100,--edges 500,--source 995,--target 398,--seed 200000
0.063863,0,0,995,398,399998,--vertices 100,--edges 500,--source 995,--target 398,--seed 399999
0.062958,0,0,995,398,599997,--vertices 100,--edges 500,--source 995,--target 398,--seed 599998
0.064051,0,0,995,398,799996,--vertices 100,--edges 500,--source 995,--target 398,--seed 799997
0.063967,0,0,995,398,999995,--vertices 100,--edges 500,--source 995,--target 398,--seed 999996
0.06394,0,0,995,597,0,--vertices 100,--edges 500,--source 995,--target 597,--seed 1
0.063287,0,0,995,597,199999,--vertices 100,--edges 500,--source 995,--target 597,--seed 200000
0.076874,0,0,995,597,399998,--vertices 100,--edges 500,--source 995,--target 597,--seed 399999
0.079253,0,0,995,597,599997,--vertices 100,--edges 500,--source 995,--target 597,--seed 599998
0.079134,0,0,995,597,799996,--vertices 100,--edges 500,--source 995,--target 597,--seed 799997
0.078779,0,0,995,597,999995,--vertices 100,--edges 500,--source 995,--target 597,--seed 999996
0.064092,0,0,995,796,0,--vertices 100,--edges 500,--source 995,--target 796,--seed 1
0.061706,0,0,995,796,199999,--vertices 100,--edges 500,--source 995,--target 796,--seed 200000
0.063939,0,0,995,796,399998,--vertices 100,--edges 500,--source 995,--target 796,--seed 399999
0.062899,0,0,995,796,599997,--vertices 100,--edges 500,--source 995,--target 796,--seed 599998
0.064014,0,0,995,796,799996,--vertices 100,--edges 500,--source 995,--target 796,--seed 799997
0.078998,0,0,995,796,999995,--vertices 100,--edges 500,--source 995,--target 796,--seed 999996
0.079426,0,0,995,995,0,--vertices 100,--edges 500,--source 995,--target 995,--seed 1
0.062973,0,0,995,995,199999,--vertices 100,--edges 500,--source 995,--target 995,--seed 200000
0.063593,0,0,995,995,399998,--vertices 100,--edges 500,--source 995,--target 995,--seed 399999
0.062977,0,0,995,995,599997,--vertices 100,--edges 500,--source 995,--target 995,--seed 599998
0.064127,0,0,995,995,799996,--vertices 100,--edges 500,--source 995,--target 995,--seed 799997
0.063245,0,0,995,995,999995,--vertices 100,--edges 500,--source 995,--target 995,--seed 999996
0.078063,0,9900,0,0,0,--vertices 100,--edges 10400,--source 0,--target 0,--seed 1
0.063756,0,9900,0,0,199999,--vertices 100,--edges 10400,--source 0,--target 0,--seed 200000
0.064082,0,9900,0,0,399998,--vertices 100,--edges 10400,--source 0,--target 0,--seed 399999
0.062872,0,9900,0,0,599997,--vertices 100,--edges 10400,--source 0,--target 0,--seed 599998
0.077554,0,9900,0,0,799996,--vertices 100,--edges 10400,--source 0,--target 0,--seed 799997
0.062935,0,9900,0,0,999995,--vertices 100,--edges 10400,--source 0,--target 0,--seed 999996
0.07894,0,9900,0,199,0,--vertices 100,--edges 10400,--source 0,--target 199,--seed 1
0.063952,0,9900,0,199,199999,--vertices 100,--edges 10400,--source 0,--target 199,--seed 200000
0.078093,0,9900,0,199,399998,--vertices 100,--edges 10400,--source 0,--target 199,--seed 399999
0.078932,0,9900,0,199,599997,--vertices 100,--edges 10400,--source 0,--target 199,--seed 599998
0.062873,0,9900,0,199,799996,--vertices 100,--edges 10400,--source 0,--target 199,--seed 799997
0.078075,0,9900,0,199,999995,--vertices 100,--edges 10400,--source 0,--target 199,--seed 999996
0.063339,0,9900,0,398,0,--vertices 100,--edges 10400,--source 0,--target 398,--seed 1
0.062159,0,9900,0,398,199999,--vertices 100,--edges 10400,--source 0,--target 398,--seed 200000
0.062708,0,9900,0,398,399998,--vertices 100,--edges 10400,--source 0,--target 398,--seed 399999
0.063903,0,9900,0,398,599997,--vertices 100,--edges 10400,--source 0,--target 398,--seed 599998
0.062934,0,9900,0,398,799996,--vertices 100,--edges 10400,--source 0,--target 398,--seed 799997
0.079976,0,9900,0,398,999995,--vertices 100,--edges 10400,--source 0,--target 398,--seed 999996
0.063832,0,9900,0,597,0,--vertices 100,--edges 10400,--source 0,--target 597,--seed 1
0.062957,0,9900,0,597,199999,--vertices 100,--edges 10400,--source 0,--target 597,--seed 200000
0.0639,0,9900,0,597,399998,--vertices 100,--edges 10400,--source 0,--target 597,--seed 399999
0.063106,0,9900,0,597,599997,--vertices 100,--edges 10400,--source 0,--target 597,--seed 599998
0.062887,0,9900,0,597,799996,--vertices 100,--edges 10400,--source 0,--target 597,--seed 799997
0.079404,0,9900,0,597,999995,--vertices 100,--edges 10400,--source 0,--target 597,--seed 999996
0.063886,0,9900,0,796,0,--vertices 100,--edges 10400,--source 0,--target 796,--seed 1
0.063025,0,9900,0,796,199999,--vertices 100,--edges 10400,--source 0,--target 796,--seed 200000
0.063005,0,9900,0,796,399998,--vertices 100,--edges 10400,--source 0,--target 796,--seed 399999
0.062993,0,9900,0,796,599997,--vertices 100,--edges 10400,--source 0,--target 796,--seed 599998
0.063749,0,9900,0,796,799996,--vertices 100,--edges 10400,--source 0,--target 796,--seed 799997
0.062907,0,9900,0,796,999995,--vertices 100,--edges 10400,--source 0,--target 796,--seed 999996
0.063947,0,9900,0,995,0,--vertices 100,--edges 10400,--source 0,--target 995,--seed 1
0.062998,0,9900,0,995,199999,--vertices 100,--edges 10400,--source 0,--target 995,--seed 200000
0.063355,0,9900,0,995,399998,--vertices 100,--edges 10400,--source 0,--target 995,--seed 399999
0.063879,0,9900,0,995,599997,--vertices 100,--edges 10400,--source 0,--target 995,--seed 599998
0.064037,0,9900,0,995,799996,--vertices 100,--edges 10400,--source 0,--target 995,--seed 799997
0.062663,0,9900,0,995,999995,--vertices 100,--edges 10400,--source 0,--target 995,--seed 999996
0.062732,0,9900,199,0,0,--vertices 100,--edges 10400,--source 199,--target 0,--seed 1
0.062938,0,9900,199,0,199999,--vertices 100,--edges 10400,--source 199,--target 0,--seed 200000
0.062937,0,9900,199,0,399998,--vertices 100,--edges 10400,--source 199,--target 0,--seed 399999
0.063915,0,9900,199,0,599997,--vertices 100,--edges 10400,--source 199,--target 0,--seed 599998
0.062868,0,9900,199,0,799996,--vertices 100,--edges 10400,--source 199,--target 0,--seed 799997
0.06298,0,9900,199,0,999995,--vertices 100,--edges 10400,--source 199,--target 0,--seed 999996
0.079837,0,9900,199,199,0,--vertices 100,--edges 10400,--source 199,--target 199,--seed 1
0.063026,0,9900,199,199,199999,--vertices 100,--edges 10400,--source 199,--target 199,--seed 200000
0.07693,0,9900,199,199,399998,--vertices 100,--edges 10400,--source 199,--target 199,--seed 399999
0.078672,0,9900,199,199,599997,--vertices 100,--edges 10400,--source 199,--target 199,--seed 599998
0.079947,0,9900,199,199,799996,--vertices 100,--edges 10400,--source 199,--target 199,--seed 799997
0.078449,0,9900,199,199,999995,--vertices 100,--edges 10400,--source 199,--target 199,--seed 999996
0.062936,0,9900,199,398,0,--vertices 100,--edges 10400,--source 199,--target 398,--seed 1
0.062962,0,9900,199,398,199999,--vertices 100,--edges 10400,--source 199,--target 398,--seed 200000
0.064004,0,9900,199,398,399998,--vertices 100,--edges 10400,--source 199,--target 398,--seed 399999
0.06283,0,9900,199,398,599997,--vertices 100,--edges 10400,--source 199,--target 398,--seed 599998
0.064007,0,9900,199,398,799996,--vertices 100,--edges 10400,--source 199,--target 398,--seed 799997
0.063018,0,9900,199,398,999995,--vertices 100,--edges 10400,--source 199,--target 398,--seed 999996
0.063976,0,9900,199,597,0,--vertices 100,--edges 10400,--source 199,--target 597,--seed 1
0.062627,0,9900,199,597,199999,--vertices 100,--edges 10400,--source 199,--target 597,--seed 200000
0.063126,0,9900,199,597,399998,--vertices 100,--edges 10400,--source 199,--target 597,--seed 399999
0.063942,0,9900,199,597,599997,--vertices 100,--edges 10400,--source 199,--target 597,--seed 599998
0.063977,0,9900,199,597,799996,--vertices 100,--edges 10400,--source 199,--target 597,--seed 799997
0.062882,0,9900,199,597,999995,--vertices 100,--edges 10400,--source 199,--target 597,--seed 999996
0.063863,0,9900,199,796,0,--vertices 100,--edges 10400,--source 199,--target 796,--seed 1
0.061826,0,9900,199,796,199999,--vertices 100,--edges 10400,--source 199,--target 796,--seed 200000
0.063915,0,9900,199,796,399998,--vertices 100,--edges 10400,--source 199,--target 796,--seed 399999
0.063967,0,9900,199,796,599997,--vertices 100,--edges 10400,--source 199,--target 796,--seed 599998
0.078981,0,9900,199,796,799996,--vertices 100,--edges 10400,--source 199,--target 796,--seed 799997
0.077903,0,9900,199,796,999995,--vertices 100,--edges 10400,--source 199,--target 796,--seed 999996
0.063961,0,9900,199,995,0,--vertices 100,--edges 10400,--source 199,--target 995,--seed 1
0.080026,0,9900,199,995,199999,--vertices 100,--edges 10400,--source 199,--target 995,--seed 200000
0.078418,0,9900,199,995,399998,--vertices 100,--edges 10400,--source 199,--target 995,--seed 399999
0.063888,0,9900,199,995,599997,--vertices 100,--edges 10400,--source 199,--target 995,--seed 599998
0.062871,0,9900,199,995,799996,--vertices 100,--edges 10400,--source 199,--target 995,--seed 799997
0.078825,0,9900,199,995,999995,--vertices 100,--edges 10400,--source 199,--target 995,--seed 999996
0.063511,0,9900,398,0,0,--vertices 100,--edges 10400,--source 398,--target 0,--seed 1
0.063388,0,9900,398,0,199999,--vertices 100,--edges 10400,--source 398,--target 0,--seed 200000
0.063736,0,9900,398,0,399998,--vertices 100,--edges 10400,--source 398,--target 0,--seed 399999
0.062395,0,9900,398,0,599997,--vertices 100,--edges 10400,--source 398,--target 0,--seed 599998
0.06385,0,9900,398,0,799996,--vertices 100,--edges 10400,--source 398,--target 0,--seed 799997
0.063485,0,9900,398,0,999995,--vertices 100,--edges 10400,--source 398,--target 0,--seed 999996
0.063986,0,9900,398,199,0,--vertices 100,--edges 10400,--source 398,--target 199,--seed 1
0.061723,0,9900,398,199,199999,--vertices 100,--edges 10400,--source 398,--target 199,--seed 200000
0.061951,0,9900,398,199,399998,--vertices 100,--edges 10400,--source 398,--target 199,--seed 399999
0.063402,0,9900,398,199,599997,--vertices 100,--edges 10400,--source 398,--target 199,--seed 599998
0.064118,0,9900,398,199,799996,--vertices 100,--edges 10400,--source 398,--target 199,--seed 799997
0.079838,0,9900,398,199,999995,--vertices 100,--edges 10400,--source 398,--target 199,--seed 999996
