time,var_1,var_2
0.23958,4,72
0.240031,4,74
0.252101,4,76
0.254736,4,78
0.256326,4,80
0.267861,4,82
0.266504,4,84
0.269068,4,86
0.269985,4,88
0.284137,4,90
0.095896,6,0
0.111023,6,2
0.111326,6,4
0.111472,6,6
0.126181,6,8
0.127952,6,10
0.127925,6,12
0.127594,6,14
0.128194,6,16
0.142598,6,18
0.144081,6,20
0.142924,6,22
0.143949,6,24
0.157972,6,26
0.160084,6,28
0.159752,6,30
0.159948,6,32
0.175913,6,34
0.175305,6,36
0.175413,6,38
0.174554,6,40
0.18997,6,42
0.190816,6,44
0.191334,6,46
0.207541,6,48
0.19183,6,50
0.206354,6,52
0.205884,6,54
0.219147,6,56
0.219735,6,58
0.220842,6,60
0.222984,6,62
0.221876,6,64
0.223911,6,66
0.238913,6,68
0.237088,6,70
0.239961,6,72
0.254917,6,74
0.254822,6,76
0.254869,6,78
0.268159,6,80
0.26872,6,82
0.270789,6,84
0.269227,6,86
0.287848,6,88
0.287955,6,90
0.108964,8,0
0.11186,8,2
0.11194,8,4
0.111987,8,6
0.126855,8,8
0.127864,8,10
0.127113,8,12
0.127876,8,14
0.143872,8,16
0.143903,8,18
0.144233,8,20
0.142639,8,22
0.143841,8,24
0.15999,8,26
0.158905,8,28
0.15993,8,30
0.176107,8,32
0.175456,8,34
0.175757,8,36
0.175914,8,38
0.191997,8,40
0.191856,8,42
0.192173,8,44
0.191385,8,46
0.206243,8,48
0.204402,8,50
0.219624,8,52
0.210371,8,54
0.22085,8,56
0.222927,8,58
0.21958,8,60
0.221881,8,62
0.238882,8,64
0.237155,8,66
0.238962,8,68
0.239807,8,70
0.252721,8,72
0.251979,8,74
0.25383,8,76
0.25484,8,78
0.270858,8,80
0.271047,8,82
0.268393,8,84
0.271819,8,86
0.287074,8,88
0.287924,8,90
0.112202,10,0
0.110643,10,2
0.112138,10,4
0.110708,10,6
0.127942,10,8
0.127971,10,10
0.127935,10,12
0.128204,10,14
0.143565,10,16
0.142938,10,18
0.143902,10,20
0.144007,10,22
0.159029,10,24
0.159761,10,26
0.159058,10,28
0.159922,10,30
0.175937,10,32
0.175953,10,34
0.174892,10,36
0.175832,10,38
0.192118,10,40
0.18982,10,42
0.19226,10,44
0.205629,10,46
0.206898,10,48
0.206954,10,50
0.206799,10,52
0.208201,10,54
0.223727,10,56
0.223138,10,58
0.222794,10,60
0.223798,10,62
0.239028,10,64
0.239908,10,66
0.237868,10,68
0.240126,10,70
0.25574,10,72
0.254985,10,74
0.255922,10,76
0.256662,10,78
0.286669,10,80
0.269931,10,82
0.272025,10,84
0.271857,10,86
0.286879,10,88
0.28621,10,90
0.111927,12,0
0.112007,12,2
0.111843,12,4
0.110961,12,6
0.126961,12,8
0.127334,12,10
0.127563,12,12
0.128027,12,14
0.141962,12,16
0.142862,12,18
0.143015,12,20
0.143916,12,22
0.159925,12,24
0.159957,12,26
0.159942,12,28
0.173882,12,30
0.174982,12,32
0.175906,12,34
0.175923,12,36
0.190854,12,38
0.191983,12,40
0.191948,12,42
0.191798,12,44
0.191969,12,46
0.192039,12,48
0.207915,12,50
0.2079,12,52
0.207952,12,54
0.221992,12,56
0.22402,12,58
0.224927,12,60
0.239321,12,62
0.238386,12,64
0.239899,12,66
0.239951,12,68
0.254911,12,70
0.255933,12,72
0.255097,12,74
0.253828,12,76
0.267883,12,78
0.271874,12,80
0.266105,12,82
0.270796,12,84
0.284834,12,86
0.286978,12,88
0.285876,12,90
0.110947,14,0
0.112071,14,2
0.11087,14,4
0.111889,14,6
0.127878,14,8
0.127975,14,10
0.126968,14,12
0.142915,14,14
0.143983,14,16
0.158777,14,18
0.159116,14,20
0.158819,14,22
0.16012,14,24
0.159688,14,26
0.160037,14,28
0.175881,14,30
0.175936,14,32
0.174995,14,34
0.175933,14,36
0.191937,14,38
0.191875,14,40
0.190942,14,42
0.191897,14,44
0.205853,14,46
0.20799,14,48
0.207917,14,50
0.207996,14,52
0.223937,14,54
0.219886,14,56
0.222951,14,58
0.223886,14,60
0.237857,14,62
0.238295,14,64
0.238615,14,66
0.238902,14,68
0.256005,14,70
0.254371,14,72
0.253908,14,74
0.271877,14,76
0.270871,14,78
0.270973,14,80
0.269657,14,82
0.269952,14,84
0.288134,14,86
0.285217,14,88
0.30191,14,90
0.11109,16,0
0.111919,16,2
0.124901,16,4
0.128004,16,6
0.125941,16,8
0.126063,16,10
0.143757,16,12
0.14267,16,14
0.142963,16,16
0.143977,16,18
0.142823,16,20
0.159727,16,22
0.160358,16,24
0.174325,16,26
0.175963,16,28
0.175014,16,30
0.17488,16,32
0.175275,16,34
0.18997,16,36
0.19085,16,38
0.188135,16,40
0.190159,16,42
0.191013,16,44
0.204689,16,46
0.204796,16,48
0.207902,16,50
0.22186,16,52
0.2199,16,54
0.221087,16,56
0.237885,16,58
0.237766,16,60
0.237961,16,62
0.239938,16,64
0.255484,16,66
0.254336,16,68
0.254037,16,70
0.250907,16,72
0.254923,16,74
0.25497,16,76
0.269866,16,78
0.271946,16,80
0.269912,16,82
0.286037,16,84
0.287847,16,86
0.286833,16,88
0.2869,16,90
0.110999,18,0
0.123739,18,2
0.12602,18,4
0.12694,18,6
0.126908,18,8
0.143891,18,10
0.143857,18,12
0.142914,18,14
0.143884,18,16
0.143076,18,18
0.159889,18,20
0.15689,18,22
0.15887,18,24
0.174864,18,26
0.175877,18,28
0.174923,18,30
0.174932,18,32
0.175964,18,34
0.191998,18,36
0.19184,18,38
0.192024,18,40
0.205884,18,42
0.20497,18,44
0.206786,18,46
0.207926,18,48
0.222825,18,50
0.224109,18,52
0.221717,18,54
0.224113,18,56
0.245632,18,58
0.235077,18,60
0.238498,18,62
0.235935,18,64
0.253856,18,66
0.252769,18,68
0.255578,18,70
0.255017,18,72
0.270758,18,74
0.271322,18,76
0.271835,18,78
0.272024,18,80
0.286938,18,82
0.271927,18,84
0.280714,18,86
0.298214,18,88
0.288305,18,90
0.127711,20,0
0.11179,20,2
0.127913,20,4
0.126845,20,6
0.1281,20,8
0.142772,20,10
0.143985,20,12
0.143934,20,14
0.159959,20,16
0.158876,20,18
0.158992,20,20
0.157401,20,22
0.159046,20,24
0.175854,20,26
0.174976,20,28
0.174869,20,30
0.175899,20,32
0.172317,20,34
0.190066,20,36
0.205406,20,38
0.204811,20,40
0.189083,20,42
0.20438,20,44
0.20521,20,46
0.224347,20,48
0.220577,20,50
0.219767,20,52
0.221934,20,54
0.221884,20,56
0.235707,20,58
0.238284,20,60
0.234517,20,62
0.238857,20,64
0.252882,20,66
0.254955,20,68
0.254944,20,70
0.268403,20,72
0.270125,20,74
0.270762,20,76
0.26808,20,78
0.282051,20,80
0.282413,20,82
0.281536,20,84
0.29845,20,86
0.297238,20,88
0.285627,20,90
0.111113,22,0
0.110829,22,2
0.127265,22,4
0.125528,22,6
0.126256,22,8
0.141176,22,10
0.141968,22,12
0.141634,22,14
0.155407,22,16
0.15813,22,18
0.155734,22,20
0.156067,22,22
0.171259,22,24
0.17249,22,26
0.174253,22,28
0.17255,22,30
0.175785,22,32
0.190538,22,34
0.188768,22,36
0.188982,22,38
0.188206,22,40
0.20413,22,42
0.203561,22,44
0.202836,22,46
0.221877,22,48
0.216047,22,50
0.218449,22,52
0.220487,22,54
0.223854,22,56
0.23858,22,58
0.239858,22,60
0.236576,22,62
0.252734,22,64
0.2514,22,66
0.251294,22,68
0.253607,22,70
0.267347,22,72
0.26741,22,74
0.271885,22,76
0.280753,22,78
0.282409,22,80
0.280817,22,82
0.280902,22,84
0.283458,22,86
0.298095,22,88
0.299725,22,90
0.12612,24,0
0.127884,24,2
0.126846,24,4
0.127233,24,6
0.127289,24,8
0.141411,24,10
0.141222,24,12
0.14316,24,14
0.159802,24,16
0.158859,24,18
0.158905,24,20
0.156361,24,22
0.173558,24,24
0.171829,24,26
0.171777,24,28
0.172856,24,30
0.176092,24,32
0.190034,24,34
0.187753,24,36
0.191028,24,38
0.202428,24,40
0.204579,24,42
0.206048,24,44
0.203778,24,46
0.205225,24,48
0.218972,24,50
0.217588,24,52
0.235023,24,54
0.223273,24,56
0.239806,24,58
0.237974,24,60
0.237443,24,62
0.25015,24,64
0.255908,24,66
0.25492,24,68
0.264939,24,70
0.264762,24,72
0.267057,24,74
0.269343,24,76
0.284544,24,78
0.283983,24,80
0.283919,24,82
0.282701,24,84
0.283405,24,86
0.299305,24,88
0.295703,24,90
0.129427,26,0
0.125524,26,2
0.127571,26,4
0.142994,26,6
0.142058,26,8
0.140007,26,10
0.142278,26,12
0.141944,26,14
0.157435,26,16
0.159585,26,18
0.159811,26,20
0.158163,26,22
0.174019,26,24
0.175361,26,26
0.174819,26,28
0.175977,26,30
0.19085,26,32
0.191063,26,34
0.189798,26,36
0.206986,26,38
0.207952,26,40
0.206973,26,42
0.221813,26,44
0.207976,26,46
0.223966,26,48
0.223043,26,50
0.223634,26,52
0.236816,26,54
0.233864,26,56
0.238916,26,58
0.237935,26,60
0.252689,26,62
0.253431,26,64
0.251609,26,66
0.269022,26,68
0.255894,26,70
0.26819,26,72
0.269884,26,74
0.270899,26,76
0.271818,26,78
0.272025,26,80
0.285846,26,82
0.287983,26,84
0.285975,26,86
0.30377,26,88
0.303209,26,90
0.127621,28,0
0.128029,28,2
0.127934,28,4
0.143568,28,6
0.143181,28,8
0.142968,28,10
0.143022,28,12
0.142804,28,14
0.15899,28,16
0.159951,28,18
0.158905,28,20
0.158972,28,22
0.175913,28,24
0.174917,28,26
0.174886,28,28
0.175936,28,30
0.191985,28,32
0.19175,28,34
0.190916,28,36
0.191977,28,38
0.206295,28,40
0.207422,28,42
0.206662,28,44
0.20793,28,46
0.22127,28,48
0.221529,28,50
0.220888,28,52
0.239722,28,54
0.238832,28,56
0.238302,28,58
0.234754,28,60
0.250622,28,62
0.253333,28,64
0.249394,28,66
0.251118,28,68
0.271025,28,70
0.268687,28,72
0.270628,28,74
0.269509,28,76
0.282512,28,78
0.28409,28,80
0.283274,28,82
0.283994,28,84
0.299185,28,86
0.296855,28,88
0.302983,28,90
0.127905,30,0
0.127495,30,2
0.126924,30,4
0.142788,30,6
0.139589,30,8
0.140927,30,10
0.155408,30,12
0.158585,30,14
0.156919,30,16
0.157545,30,18
0.15646,30,20
0.172202,30,22
0.17384,30,24
0.174489,30,26
0.175131,30,28
0.191614,30,30
0.188277,30,32
0.189632,30,34
0.203092,30,36
0.204906,30,38
0.202913,30,40
0.219696,30,42
0.218859,30,44
0.220985,30,46
0.218968,30,48
0.21766,30,50
0.222943,30,52
0.235379,30,54
0.236526,30,56
0.234834,30,58
0.248241,30,60
0.251571,30,62
0.251809,30,64
0.251426,30,66
0.268008,30,68
0.270467,30,70
0.271582,30,72
0.266585,30,74
0.280672,30,76
0.281381,30,78
0.287991,30,80
0.282483,30,82
0.297008,30,84
0.299438,30,86
0.299045,30,88
0.297501,30,90
0.125376,32,0
0.126908,32,2
0.141984,32,4
0.141681,32,6
0.141417,32,8
0.141007,32,10
0.156738,32,12
0.154738,32,14
0.156413,32,16
0.156254,32,18
0.171046,32,20
0.172776,32,22
0.170895,32,24
0.171043,32,26
0.18803,32,28
0.186048,32,30
0.187589,32,32
0.190502,32,34
0.202121,32,36
0.204837,32,38
0.204379,32,40
0.2053,32,42
0.221428,32,44
0.218097,32,46
0.221033,32,48
0.222901,32,50
0.233409,32,52
0.236649,32,54
0.236724,32,56
0.236699,32,58
0.249724,32,60
0.252909,32,62
0.251176,32,64
0.269974,32,66
0.26965,32,68
0.269817,32,70
0.268318,32,72
0.279296,32,74
0.280514,32,76
0.284559,32,78
0.2827,32,80
0.296562,32,82
0.302321,32,84
0.287749,32,86
0.301014,32,88
0.31133,32,90
0.126252,34,0
0.126221,34,2
0.143835,34,4
0.141758,34,6
0.139949,34,8
0.140852,34,10
0.156618,34,12
0.157233,34,14
0.157933,34,16
0.158808,34,18
0.175019,34,20
0.175895,34,22
0.174602,34,24
0.186827,34,26
0.173833,34,28
0.191619,34,30
0.187615,34,32
0.203259,34,34
0.20467,34,36
0.201199,34,38
0.206135,34,40
0.217555,34,42
0.218286,34,44
0.221965,34,46
0.221345,34,48
0.236184,34,50
0.235431,34,52
0.237351,34,54
0.237455,34,56
0.251835,34,58
0.253583,34,60
0.249309,34,62
0.252905,34,64
0.271107,34,66
0.266843,34,68
0.268769,34,70
0.265753,34,72
0.280215,34,74
0.285338,34,76
0.283577,34,78
0.297697,34,80
0.301378,34,82
0.302984,34,84
0.303299,34,86
0.308984,34,88
0.313383,34,90
0.124599,36,0
0.140421,36,2
0.140523,36,4
0.140507,36,6
0.141895,36,8
0.159129,36,10
0.157623,36,12
0.157941,36,14
0.157892,36,16
0.158696,36,18
0.174224,36,20
0.171615,36,22
0.189344,36,24
0.189485,36,26
0.187405,36,28
0.186259,36,30
0.20358,36,32
0.205383,36,34
0.202107,36,36
0.205753,36,38
0.220749,36,40
0.22323,36,42
0.216706,36,44
0.221369,36,46
0.235337,36,48
0.23486,36,50
0.236533,36,52
0.235667,36,54
0.23649,36,56
0.251994,36,58
0.252644,36,60
0.253735,36,62
0.252121,36,64
0.270974,36,66
0.270297,36,68
0.271463,36,70
0.269816,36,72
0.285246,36,74
0.283296,36,76
0.282849,36,78
0.28801,36,80
0.29879,36,82
0.295189,36,84
0.297034,36,86
0.302027,36,88
0.3124,36,90
0.141001,38,0
0.142392,38,2
0.142489,38,4
0.143959,38,6
0.159864,38,8
0.158904,38,10
0.155507,38,12
0.155547,38,14
0.158681,38,16
0.173465,38,18
0.174942,38,20
0.190808,38,22
0.191215,38,24
0.187335,38,26
0.186306,38,28
0.207176,38,30
0.203758,38,32
0.205107,38,34
0.207872,38,36
0.204412,38,38
0.22034,38,40
0.218998,38,42
0.22384,38,44
0.218962,38,46
0.234716,38,48
0.235338,38,50
0.235825,38,52
0.235239,38,54
0.254848,38,56
0.253062,38,58
0.252281,38,60
0.251276,38,62
0.265708,38,64
0.269917,38,66
0.284531,38,68
0.271008,38,70
0.299832,38,72
0.283903,38,74
0.288495,38,76
0.285279,38,78
0.286036,38,80
0.299831,38,82
0.298305,38,84
0.301198,38,86
0.304609,38,88
0.318066,38,90
0.142918,40,0
0.141262,40,2
0.141057,40,4
0.142934,40,6
0.156251,40,8
0.158686,40,10
0.158617,40,12
0.156187,40,14
0.17128,40,16
0.17263,40,18
0.170871,40,20
0.188915,40,22
0.186103,40,24
0.18677,40,26
0.188856,40,28
0.200955,40,30
0.204021,40,32
0.200776,40,34
0.203469,40,36
0.219414,40,38
0.218346,40,40
0.220326,40,42
0.219554,40,44
0.234565,40,46
0.239101,40,48
0.238698,40,50
0.235584,40,52
0.250945,40,54
0.249346,40,56
0.249782,40,58
0.264258,40,60
0.263918,40,62
0.266257,40,64
0.268011,40,66
0.266321,40,68
0.270196,40,70
0.282697,40,72
0.281657,40,74
0.282225,40,76
0.297735,40,78
0.299605,40,80
0.298377,40,82
0.302143,40,84
0.317004,40,86
0.31718,40,88
0.313557,40,90
0.141067,42,0
0.141289,42,2
0.140089,42,4
0.157257,42,6
0.15914,42,8
0.156454,42,10
0.171982,42,12
0.158147,42,14
0.173475,42,16
0.174508,42,18
0.175972,42,20
0.187082,42,22
0.188623,42,24
0.190067,42,26
0.202861,42,28
0.203771,42,30
0.202883,42,32
0.204895,42,34
0.220678,42,36
0.218806,42,38
0.217446,42,40
0.223378,42,42
0.222431,42,44
0.235733,42,46
0.233665,42,48
0.236747,42,50
0.23778,42,52
0.251348,42,54
0.252864,42,56
0.250194,42,58
0.252232,42,60
0.255828,42,62
0.266272,42,64
0.268724,42,66
0.285083,42,68
0.283791,42,70
0.28331,42,72
0.283808,42,74
0.298872,42,76
0.30025,42,78
0.301405,42,80
0.298572,42,82
0.300747,42,84
0.319946,42,86
0.31483,42,88
0.3138,42,90
0.141286,44,0
0.141061,44,2
0.156767,44,4
0.159276,44,6
0.158879,44,8
0.157986,44,10
0.157687,44,12
0.173369,44,14
0.172539,44,16
0.172816,44,18
0.189373,44,20
0.173139,44,22
