time,var_1_int,var_2_int,var_1_value,var_2_value
0.345747,54,138,--a -46.00,--b 38.00
0.425842,193,186,--a 93.00,--b 86.00
0.403336,176,51,--a 76.00,--b -49.00
0.406849,182,79,--a 82.00,--b -21.00
0.388611,102,171,--a 2.00,--b 71.00
0.357553,166,95,--a 66.00,--b -5.00
0.295717,112,132,--a 12.00,--b 32.00
0.381345,115,30,--a 15.00,--b -70.00
0.332446,63,57,--a -37.00,--b -43.00
0.408527,16,86,--a -84.00,--b -14.00
0.419911,5,150,--a -95.00,--b 50.00
0.361371,141,58,--a 41.00,--b -42.00
0.375253,150,56,--a 50.00,--b -44.00
0.458709,1,18,--a -99.00,--b -82.00
0.408816,181,161,--a 81.00,--b 61.00
0.409439,15,58,--a -85.00,--b -42.00
0.425949,17,8,--a -83.00,--b -92.00
0.439826,84,18,--a -16.00,--b -82.00
0.318578,131,60,--a 31.00,--b -40.00
0.377502,71,171,--a -29.00,--b 71.00
0.334596,124,54,--a 24.00,--b -46.00
0.394001,138,33,--a 38.00,--b -67.00
0.407588,185,146,--a 85.00,--b 46.00
0.342131,147,121,--a 47.00,--b 21.00
0.407261,62,200,--a -38.00,--b 100.00
0.264677,121,104,--a 21.00,--b 4.00
0.373548,48,24,--a -52.00,--b -76.00
0.408396,24,168,--a -76.00,--b 68.00
0.237095,110,90,--a 10.00,--b -10.00
0.223283,108,105,--a 8.00,--b 5.00
0.412359,119,186,--a 19.00,--b 86.00
0.40825,13,172,--a -87.00,--b 72.00
0.389125,167,165,--a 67.00,--b 65.00
0.40878,25,15,--a -75.00,--b -85.00
0.410959,103,186,--a 3.00,--b 86.00
0.392599,86,27,--a -14.00,--b -73.00
0.380914,63,49,--a -37.00,--b -51.00
0.34363,48,137,--a -52.00,--b 37.00
0.361599,114,35,--a 14.00,--b -65.00
0.360304,108,46,--a 8.00,--b -54.00
0.286618,71,118,--a -29.00,--b 18.00
0.407617,63,19,--a -37.00,--b -81.00
0.314082,113,140,--a 13.00,--b 40.00
0.424535,25,12,--a -75.00,--b -88.00
0.359529,166,138,--a 66.00,--b 38.00
0.466248,3,23,--a -97.00,--b -77.00
0.426483,192,60,--a 92.00,--b -40.00
0.361918,42,104,--a -58.00,--b 4.00
0.284239,124,123,--a 24.00,--b 23.00
0.344782,54,102,--a -46.00,--b 2.00
0.423817,15,42,--a -85.00,--b -58.00
0.422261,97,0,--a -3.00,--b -100.00
0.312574,99,67,--a -1.00,--b -33.00
0.444374,200,200,--a 100.00,--b 100.00
0.284124,116,73,--a 16.00,--b -27.00
0.389925,108,178,--a 8.00,--b 78.00
0.438784,187,200,--a 87.00,--b 100.00
0.391791,142,169,--a 42.00,--b 69.00
0.405954,183,124,--a 83.00,--b 24.00
0.376381,39,48,--a -61.00,--b -52.00
0.329208,75,55,--a -25.00,--b -45.00
0.425267,14,148,--a -86.00,--b 48.00
0.454707,188,138,--a 88.00,--b 38.00
0.438533,15,191,--a -85.00,--b 91.00
0.394005,80,14,--a -20.00,--b -86.00
0.411155,12,149,--a -88.00,--b 49.00
0.282121,122,128,--a 22.00,--b 28.00
0.359538,135,40,--a 35.00,--b -60.00
0.407109,14,130,--a -86.00,--b 30.00
0.423416,20,47,--a -80.00,--b -53.00
0.42165,17,152,--a -83.00,--b 52.00
0.453872,17,172,--a -83.00,--b 72.00
0.340961,60,103,--a -40.00,--b 3.00
0.390179,30,145,--a -70.00,--b 45.00
0.343819,63,148,--a -37.00,--b 48.00
0.422209,152,10,--a 52.00,--b -90.00
0.406643,158,20,--a 58.00,--b -80.00
0.408149,107,168,--a 7.00,--b 68.00
0.364581,149,144,--a 49.00,--b 44.00
0.283568,133,80,--a 33.00,--b -20.00
0.343553,66,52,--a -34.00,--b -48.00
0.422655,171,183,--a 71.00,--b 83.00
0.315106,80,61,--a -20.00,--b -39.00
0.295209,67,101,--a -33.00,--b 1.00
0.408561,33,171,--a -67.00,--b 71.00
0.377488,165,76,--a 65.00,--b -24.00
0.265825,117,80,--a 17.00,--b -20.00
0.41965,192,18,--a 92.00,--b -82.00
0.424539,2,117,--a -98.00,--b 17.00
0.366301,159,144,--a 59.00,--b 44.00
0.420748,25,18,--a -75.00,--b -82.00
0.347487,137,54,--a 37.00,--b -46.00
0.329753,129,67,--a 29.00,--b -33.00
0.392257,33,89,--a -67.00,--b -11.00
0.408824,17,62,--a -83.00,--b -38.00
0.270224,94,72,--a -6.00,--b -28.00
0.36197,40,112,--a -60.00,--b 12.00
0.409712,139,180,--a 39.00,--b 80.00
0.361248,77,156,--a -23.00,--b 56.00
0.392079,167,135,--a 67.00,--b 35.00
0.422324,2,170,--a -98.00,--b 70.00
0.34617,141,76,--a 41.00,--b -24.00
0.391969,169,26,--a 69.00,--b -74.00
0.375324,34,67,--a -66.00,--b -33.00
0.408509,29,27,--a -71.00,--b -73.00
0.422115,190,141,--a 90.00,--b 41.00
0.37971,39,69,--a -61.00,--b -31.00
0.362194,72,154,--a -28.00,--b 54.00
0.411887,53,183,--a -47.00,--b 83.00
0.346223,87,52,--a -13.00,--b -48.00
0.425103,175,162,--a 75.00,--b 62.00
0.317523,67,129,--a -33.00,--b 29.00
0.31854,125,64,--a 25.00,--b -36.00
0.425534,13,23,--a -87.00,--b -77.00
0.373521,162,108,--a 62.00,--b 8.00
0.407214,70,11,--a -30.00,--b -89.00
0.43707,0,85,--a -100.00,--b -15.00
0.423851,197,33,--a 97.00,--b -67.00
0.377209,163,67,--a 63.00,--b -33.00
0.441222,41,189,--a -59.00,--b 89.00
0.342952,113,141,--a 13.00,--b 41.00
0.469551,180,109,--a 80.00,--b 9.00
0.45412,143,2,--a 43.00,--b -98.00
0.394341,28,19,--a -72.00,--b -81.00
0.391697,176,38,--a 76.00,--b -62.00
0.407783,139,9,--a 39.00,--b -91.00
0.340859,94,149,--a -6.00,--b 49.00
0.373059,141,37,--a 41.00,--b -63.00
0.362593,110,32,--a 10.00,--b -68.00
0.428999,10,78,--a -90.00,--b -22.00
0.437005,93,10,--a -7.00,--b -90.00
0.329718,91,53,--a -9.00,--b -47.00
0.423532,174,63,--a 74.00,--b -37.00
0.451069,170,26,--a 70.00,--b -74.00
0.421084,90,199,--a -10.00,--b 99.00
0.332887,143,104,--a 43.00,--b 4.00
0.42213,158,191,--a 58.00,--b 91.00
0.568066,39,60,--a -61.00,--b -40.00
0.355435,41,45,--a -59.00,--b -55.00
0.409819,105,6,--a 5.00,--b -94.00
0.391761,45,188,--a -55.00,--b 88.00
0.42805,85,200,--a -15.00,--b 100.00
0.375394,105,171,--a 5.00,--b 71.00
0.422954,188,63,--a 88.00,--b -37.00
0.345802,68,40,--a -32.00,--b -60.00
0.396368,179,27,--a 79.00,--b -73.00
0.410401,97,9,--a -3.00,--b -91.00
0.316194,120,56,--a 20.00,--b -44.00
0.328068,51,117,--a -49.00,--b 17.00
0.24916,89,78,--a -11.00,--b -22.00
0.330544,58,57,--a -42.00,--b -43.00
0.408664,6,168,--a -94.00,--b 68.00
0.355428,49,102,--a -51.00,--b 2.00
0.266472,84,71,--a -16.00,--b -29.00
0.42277,17,197,--a -83.00,--b 97.00
0.278846,71,89,--a -29.00,--b -11.00
0.358901,164,130,--a 64.00,--b 30.00
0.374953,102,173,--a 2.00,--b 73.00
0.29792,137,84,--a 37.00,--b -16.00
0.40473,7,29,--a -93.00,--b -71.00
0.342678,66,45,--a -34.00,--b -55.00
0.332575,148,67,--a 48.00,--b -33.00
0.404875,9,27,--a -91.00,--b -73.00
0.342471,152,111,--a 52.00,--b 11.00
0.391774,88,186,--a -12.00,--b 86.00
0.249368,80,111,--a -20.00,--b 11.00
0.344934,155,130,--a 55.00,--b 30.00
0.373661,29,98,--a -71.00,--b -2.00
0.347743,147,48,--a 47.00,--b -52.00
0.391477,65,11,--a -35.00,--b -89.00
0.408226,181,111,--a 81.00,--b 11.00
0.432208,0,133,--a -100.00,--b 33.00
0.374282,137,175,--a 37.00,--b 75.00
0.407874,184,189,--a 84.00,--b 89.00
0.409002,188,171,--a 88.00,--b 71.00
0.344819,50,93,--a -50.00,--b -7.00
0.393711,110,17,--a 10.00,--b -83.00
0.407669,170,84,--a 70.00,--b -16.00
0.391217,159,80,--a 59.00,--b -20.00
0.392935,169,31,--a 69.00,--b -69.00
0.39814,184,76,--a 84.00,--b -24.00
0.280652,129,79,--a 29.00,--b -21.00
0.393156,170,104,--a 70.00,--b 4.00
0.265405,83,103,--a -17.00,--b 3.00
0.39406,178,75,--a 78.00,--b -25.00
0.390485,141,32,--a 41.00,--b -68.00
0.359666,49,107,--a -51.00,--b 7.00
0.380869,170,97,--a 70.00,--b -3.00
0.407767,173,191,--a 73.00,--b 91.00
0.375016,44,157,--a -56.00,--b 57.00
0.327652,145,77,--a 45.00,--b -23.00
0.294812,103,140,--a 3.00,--b 40.00
0.436718,0,77,--a -100.00,--b -23.00
0.33151,73,53,--a -27.00,--b -47.00
0.345366,110,148,--a 10.00,--b 48.00
0.410914,155,167,--a 55.00,--b 67.00
0.280942,82,119,--a -18.00,--b 19.00
0.28201,113,113,--a 13.00,--b 13.00
0.406006,172,54,--a 72.00,--b -46.00
0.296231,130,121,--a 30.00,--b 21.00
0.419783,188,43,--a 88.00,--b -57.00
0.411039,168,21,--a 68.00,--b -79.00
0.284778,72,131,--a -28.00,--b 31.00
0.376533,169,162,--a 69.00,--b 62.00
0.344223,158,85,--a 58.00,--b -15.00
0.424115,23,192,--a -77.00,--b 92.00
0.391464,60,172,--a -40.00,--b 72.00
0.31473,79,57,--a -21.00,--b -43.00
0.396719,50,37,--a -50.00,--b -63.00
0.422986,6,11,--a -94.00,--b -89.00
0.324688,62,121,--a -38.00,--b 21.00
0.405515,156,196,--a 56.00,--b 96.00
0.3916,18,116,--a -82.00,--b 16.00
0.341815,106,161,--a 6.00,--b 61.00
0.41341,183,178,--a 83.00,--b 78.00
0.266229,98,126,--a -2.00,--b 26.00
0.297701,102,62,--a 2.00,--b -38.00
0.375134,37,167,--a -63.00,--b 67.00
0.439448,176,1,--a 76.00,--b -99.00
0.436397,192,197,--a 92.00,--b 97.00
0.437746,27,199,--a -73.00,--b 99.00
0.31388,108,56,--a 8.00,--b -44.00
0.408238,45,178,--a -55.00,--b 78.00
0.312266,132,118,--a 32.00,--b 18.00
0.435429,12,142,--a -88.00,--b 42.00
0.377673,63,31,--a -37.00,--b -69.00
0.376633,116,34,--a 16.00,--b -66.00
0.364917,118,170,--a 18.00,--b 70.00
0.31244,135,143,--a 35.00,--b 43.00
0.365161,152,81,--a 52.00,--b -19.00
0.425811,193,113,--a 93.00,--b 13.00
0.393545,156,184,--a 56.00,--b 84.00
0.270024,129,109,--a 29.00,--b 9.00
0.315136,140,114,--a 40.00,--b 14.00
0.426037,40,190,--a -60.00,--b 90.00
0.279692,121,115,--a 21.00,--b 15.00
0.427174,66,192,--a -34.00,--b 92.00
0.360736,63,163,--a -37.00,--b 63.00
0.406309,70,196,--a -30.00,--b 96.00
0.405944,199,133,--a 99.00,--b 33.00
0.349615,124,160,--a 24.00,--b 60.00
0.329074,61,70,--a -39.00,--b -30.00
0.408481,112,19,--a 12.00,--b -81.00
0.405829,182,73,--a 82.00,--b -27.00
0.32858,60,69,--a -40.00,--b -31.00
0.298073,85,81,--a -15.00,--b -19.00
0.394465,138,20,--a 38.00,--b -80.00
0.380274,35,38,--a -65.00,--b -62.00
0.314,59,98,--a -41.00,--b -2.00
0.392046,177,39,--a 77.00,--b -61.00
0.409034,180,54,--a 80.00,--b -46.00
0.408129,16,106,--a -84.00,--b 6.00
0.235172,104,84,--a 4.00,--b -16.00
0.298947,138,119,--a 38.00,--b 19.00
0.392792,106,15,--a 6.00,--b -85.00
0.328384,52,107,--a -48.00,--b 7.00
0.421705,99,197,--a -1.00,--b 97.00
0.408194,149,178,--a 49.00,--b 78.00
0.422476,5,195,--a -95.00,--b 95.00
0.341833,147,97,--a 47.00,--b -3.00
0.40816,122,1,--a 22.00,--b -99.00
0.268563,90,76,--a -10.00,--b -24.00
0.41999,192,99,--a 92.00,--b -1.00
0.315655,107,137,--a 7.00,--b 37.00
0.44067,191,188,--a 91.00,--b 88.00
0.34376,139,154,--a 39.00,--b 54.00
0.3136,56,124,--a -44.00,--b 24.00
0.31459,56,69,--a -44.00,--b -31.00
0.268781,111,124,--a 11.00,--b 24.00
0.413549,7,99,--a -93.00,--b -1.00
0.378662,86,171,--a -14.00,--b 71.00
0.382168,173,103,--a 73.00,--b 3.00
0.412121,185,42,--a 85.00,--b -58.00
0.364165,119,32,--a 19.00,--b -68.00
0.362851,159,136,--a 59.00,--b 36.00
3.035646,6,100,--a -94.00,--b 0.00
0.408415,151,144,--a 51.00,--b 44.00
0.40836,169,6,--a 69.00,--b -94.00
0.392267,21,164,--a -79.00,--b 64.00
0.361822,109,34,--a 9.00,--b -66.00
0.347839,118,46,--a 18.00,--b -54.00
0.411829,12,66,--a -88.00,--b -34.00
0.235751,97,83,--a -3.00,--b -17.00
0.330433,54,116,--a -46.00,--b 16.00
0.248969,83,86,--a -17.00,--b -14.00
0.40453,194,97,--a 94.00,--b -3.00
0.408849,71,192,--a -29.00,--b 92.00
0.297301,107,64,--a 7.00,--b -36.00
0.389834,20,120,--a -80.00,--b 20.00
0.424748,4,191,--a -96.00,--b 91.00
0.391368,138,13,--a 38.00,--b -87.00
0.308471,89,57,--a -11.00,--b -43.00
0.391011,166,17,--a 66.00,--b -83.00
0.407071,199,166,--a 99.00,--b 66.00
0.423208,10,193,--a -90.00,--b 93.00
0.411633,7,63,--a -93.00,--b -37.00
0.470382,51,5,--a -49.00,--b -95.00
0.40658,159,39,--a 59.00,--b -61.00
0.438495,61,32,--a -39.00,--b -68.00
0.389915,121,171,--a 21.00,--b 71.00
0.406036,29,144,--a -71.00,--b 44.00
0.344206,55,119,--a -45.00,--b 19.00
0.402134,179,65,--a 79.00,--b -35.00
0.421985,196,94,--a 96.00,--b -6.00
0.375783,42,155,--a -58.00,--b 55.00
0.413967,155,191,--a 55.00,--b 91.00
0.405856,183,29,--a 83.00,--b -71.00
0.406122,199,41,--a 99.00,--b -59.00
0.373198,79,27,--a -21.00,--b -73.00
0.406621,148,6,--a 48.00,--b -94.00
0.326784,79,147,--a -21.00,--b 47.00
0.376889,173,96,--a 73.00,--b -4.00
0.406003,101,183,--a 1.00,--b 83.00
0.387863,50,19,--a -50.00,--b -81.00
0.374088,151,176,--a 51.00,--b 76.00
0.359921,160,62,--a 60.00,--b -38.00
0.39071,26,178,--a -74.00,--b 78.00
0.41084,197,77,--a 97.00,--b -23.00
0.377399,175,153,--a 75.00,--b 53.00
0.37651,30,144,--a -70.00,--b 44.00
0.436285,200,10,--a 100.00,--b -90.00
0.279388,88,136,--a -12.00,--b 36.00
0.375755,109,169,--a 9.00,--b 69.00
0.395001,94,17,--a -6.00,--b -83.00
0.379278,129,165,--a 29.00,--b 65.00
0.452433,87,3,--a -13.00,--b -97.00
0.269469,107,125,--a 7.00,--b 25.00
0.380997,27,110,--a -73.00,--b 10.00
0.371283,92,162,--a -8.00,--b 62.00
0.396076,117,181,--a 17.00,--b 81.00
0.380551,39,111,--a -61.00,--b 11.00
0.394572,45,187,--a -55.00,--b 87.00
0.362053,133,166,--a 33.00,--b 66.00
0.361909,69,157,--a -31.00,--b 57.00
0.428101,137,198,--a 37.00,--b 98.00
0.284923,123,119,--a 23.00,--b 19.00
0.411481,111,187,--a 11.00,--b 87.00
0.381797,151,68,--a 51.00,--b -32.00
0.297382,82,62,--a -18.00,--b -38.00
0.392473,22,71,--a -78.00,--b -29.00
0.310291,115,62,--a 15.00,--b -38.00
0.42253,192,118,--a 92.00,--b 18.00
0.355305,145,156,--a 45.00,--b 56.00
0.377381,171,97,--a 71.00,--b -3.00
0.406281,86,7,--a -14.00,--b -93.00
0.26492,126,83,--a 26.00,--b -17.00
0.343039,46,124,--a -54.00,--b 24.00
0.331273,54,90,--a -46.00,--b -10.00
0.278528,66,87,--a -34.00,--b -13.00
0.328049,71,152,--a -29.00,--b 52.00
0.392253,179,70,--a 79.00,--b -30.00
0.412513,142,2,--a 42.00,--b -98.00
0.346709,132,48,--a 32.00,--b -52.00
0.406433,21,61,--a -79.00,--b -39.00
0.405846,184,104,--a 84.00,--b 4.00
0.32691,125,142,--a 25.00,--b 42.00
0.421441,194,61,--a 94.00,--b -39.00
0.395363,176,121,--a 76.00,--b 21.00
0.405239,165,182,--a 65.00,--b 82.00
0.265875,125,114,--a 25.00,--b 14.00
0.438021,4,23,--a -96.00,--b -77.00
0.340936,75,56,--a -25.00,--b -44.00
0.40889,103,177,--a 3.00,--b 77.00
0.314784,62,78,--a -38.00,--b -22.00
0.380355,169,148,--a 69.00,--b 48.00
0.269663,94,121,--a -6.00,--b 21.00
0.328455,141,135,--a 41.00,--b 35.00
0.234246,88,108,--a -12.00,--b 8.00
0.421524,190,140,--a 90.00,--b 40.00
0.250836,84,90,--a -16.00,--b -10.00
0.405401,179,116,--a 79.00,--b 16.00
0.315437,69,78,--a -31.00,--b -22.00
0.316013,64,59,--a -36.00,--b -41.00
0.405977,30,184,--a -70.00,--b 84.00
0.341688,49,80,--a -51.00,--b -20.00
0.404839,30,190,--a -70.00,--b 90.00
0.451689,137,195,--a 37.00,--b 95.00
0.440684,176,47,--a 76.00,--b -53.00
0.361271,49,55,--a -51.00,--b -45.00
0.421911,189,123,--a 89.00,--b 23.00
0.391057,70,185,--a -30.00,--b 85.00
0.4047,150,194,--a 50.00,--b 94.00
0.34612,134,152,--a 34.00,--b 52.00
0.379737,72,25,--a -28.00,--b -75.00
0.410608,19,171,--a -81.00,--b 71.00
0.327978,113,149,--a 13.00,--b 49.00
0.405781,12,169,--a -88.00,--b 69.00
0.40797,10,169,--a -90.00,--b 69.00
0.424599,187,136,--a 87.00,--b 36.00
0.42328,67,192,--a -33.00,--b 92.00
0.425968,16,174,--a -84.00,--b 74.00
0.428179,65,193,--a -35.00,--b 93.00
0.378562,28,159,--a -72.00,--b 59.00
0.444665,7,6,--a -93.00,--b -94.00
0.410784,178,110,--a 78.00,--b 10.00
0.393812,176,64,--a 76.00,--b -36.00
0.429075,12,22,--a -88.00,--b -78.00
0.427735,189,24,--a 89.00,--b -76.00
0.425738,0,17,--a -100.00,--b -83.00
0.436059,7,191,--a -93.00,--b 91.00
0.4142,144,3,--a 44.00,--b -97.00
0.45772,60,8,--a -40.00,--b -92.00
0.396288,18,139,--a -82.00,--b 39.00
0.423067,71,2,--a -29.00,--b -98.00
0.45407,2,175,--a -98.00,--b 75.00
0.459159,7,187,--a -93.00,--b 87.00
0.427777,200,9,--a 100.00,--b -91.00
0.356576,55,35,--a -45.00,--b -65.00
0.362278,59,34,--a -41.00,--b -66.00
0.420744,180,16,--a 80.00,--b -84.00
0.390091,180,106,--a 80.00,--b 6.00
0.406765,193,58,--a 93.00,--b -42.00
0.438609,0,84,--a -100.00,--b -16.00
0.41977,85,4,--a -15.00,--b -96.00
0.424606,42,191,--a -58.00,--b 91.00
0.389602,84,20,--a -16.00,--b -80.00
0.438418,10,188,--a -90.00,--b 88.00
0.428563,4,24,--a -96.00,--b -76.00
0.395919,176,164,--a 76.00,--b 64.00
0.429166,4,10,--a -96.00,--b -90.00
0.411949,53,7,--a -47.00,--b -93.00
0.396028,22,140,--a -78.00,--b 40.00
0.423226,4,98,--a -96.00,--b -2.00
0.410547,177,141,--a 77.00,--b 41.00
0.411948,1,86,--a -99.00,--b -14.00
0.407103,29,198,--a -71.00,--b 98.00
0.404139,3,29,--a -97.00,--b -71.00
0.406869,22,190,--a -78.00,--b 90.00
0.421326,199,14,--a 99.00,--b -86.00
0.423296,12,187,--a -88.00,--b 87.00
0.390772,186,136,--a 86.00,--b 36.00
0.409006,128,193,--a 28.00,--b 93.00
0.435604,0,76,--a -100.00,--b -24.00
0.404996,72,1,--a -28.00,--b -99.00
0.405283,10,186,--a -90.00,--b 86.00
0.426035,10,167,--a -90.00,--b 67.00
0.423269,12,191,--a -88.00,--b 91.00
0.40592,190,136,--a 90.00,--b 36.00
0.409968,169,25,--a 69.00,--b -75.00
0.423724,24,193,--a -76.00,--b 93.00
0.406995,18,192,--a -82.00,--b 92.00
0.422009,85,16,--a -15.00,--b -84.00
0.423145,2,118,--a -98.00,--b 18.00
0.405305,11,80,--a -89.00,--b -20.00
0.406448,96,0,--a -4.00,--b -100.00
0.405467,189,141,--a 89.00,--b 41.00
0.36209,37,55,--a -63.00,--b -45.00
0.408058,141,4,--a 41.00,--b -96.00
0.421701,7,197,--a -93.00,--b 97.00
0.4074,136,193,--a 36.00,--b 93.00
0.440352,16,173,--a -84.00,--b 73.00
0.391618,25,54,--a -75.00,--b -46.00
0.420399,5,21,--a -95.00,--b -79.00
0.410143,17,44,--a -83.00,--b -56.00
0.4213,4,22,--a -96.00,--b -78.00
0.441682,9,6,--a -91.00,--b -94.00
0.406817,138,198,--a 38.00,--b 98.00
0.423769,196,16,--a 96.00,--b -84.00
0.408384,19,194,--a -81.00,--b 94.00
0.410363,176,45,--a 76.00,--b -55.00
0.419515,139,200,--a 39.00,--b 100.00
3.05852,8,100,--a -92.00,--b 0.00
0.422589,198,199,--a 98.00,--b 99.00
0.435545,0,176,--a -100.00,--b 76.00
0.411472,17,193,--a -83.00,--b 93.00
0.43644,200,11,--a 100.00,--b -89.00
0.439113,0,75,--a -100.00,--b -25.00
0.405827,11,184,--a -89.00,--b 84.00
0.406424,6,99,--a -94.00,--b -1.00
0.438772,198,11,--a 98.00,--b -89.00
0.317945,118,139,--a 18.00,--b 39.00
0.35959,37,58,--a -63.00,--b -42.00
0.410236,182,15,--a 82.00,--b -85.00
0.412275,22,23,--a -78.00,--b -77.00
0.42328,181,16,--a 81.00,--b -84.00
0.436416,2,18,--a -98.00,--b -82.00
0.426448,3,22,--a -97.00,--b -78.00
0.411256,2,75,--a -98.00,--b -25.00
0.405076,195,114,--a 95.00,--b 14.00
0.422363,5,188,--a -95.00,--b 88.00
0.419692,1,182,--a -99.00,--b 82.00
0.426187,2,184,--a -98.00,--b 84.00
0.40951,135,186,--a 35.00,--b 86.00
0.439351,4,190,--a -96.00,--b 90.00
0.37423,62,32,--a -38.00,--b -68.00
0.420469,84,198,--a -16.00,--b 98.00
0.423586,50,6,--a -50.00,--b -94.00
0.40647,179,137,--a 79.00,--b 37.00
0.421333,1,135,--a -99.00,--b 35.00
0.373493,29,160,--a -71.00,--b 60.00
