time,var_1_int,var_2_int,var_3_int,var_4_int,var_5_int,var_1_value,var_2_value,var_3_value,var_4_value,var_5_value
0.095079,0,149,60,15,1,--width 64,--height 213,--generations 70,--density 20,--wraparound 1
0.093893,0,149,60,30,0,--width 64,--height 213,--generations 70,--density 35,--wraparound 0
0.095906,0,149,60,30,1,--width 64,--height 213,--generations 70,--density 35,--wraparound 1
0.078584,0,149,60,45,0,--width 64,--height 213,--generations 70,--density 50,--wraparound 0
0.095014,0,149,60,45,1,--width 64,--height 213,--generations 70,--density 50,--wraparound 1
0.094142,0,149,90,0,0,--width 64,--height 213,--generations 100,--density 5,--wraparound 0
0.094513,0,149,90,0,1,--width 64,--height 213,--generations 100,--density 5,--wraparound 1
0.095891,0,149,90,15,0,--width 64,--height 213,--generations 100,--density 20,--wraparound 0
0.110347,0,149,90,15,1,--width 64,--height 213,--generations 100,--density 20,--wraparound 1
0.096054,0,149,90,30,0,--width 64,--height 213,--generations 100,--density 35,--wraparound 0
0.095875,0,149,90,30,1,--width 64,--height 213,--generations 100,--density 35,--wraparound 1
0.094776,0,149,90,45,0,--width 64,--height 213,--generations 100,--density 50,--wraparound 0
0.095061,0,149,90,45,1,--width 64,--height 213,--generations 100,--density 50,--wraparound 1
0.078961,0,298,0,0,0,--width 64,--height 362,--generations 10,--density 5,--wraparound 0
0.078881,0,298,0,0,1,--width 64,--height 362,--generations 10,--density 5,--wraparound 1
0.064032,0,298,0,15,0,--width 64,--height 362,--generations 10,--density 20,--wraparound 0
0.078776,0,298,0,15,1,--width 64,--height 362,--generations 10,--density 20,--wraparound 1
0.079043,0,298,0,30,0,--width 64,--height 362,--generations 10,--density 35,--wraparound 0
0.078924,0,298,0,30,1,--width 64,--height 362,--generations 10,--density 35,--wraparound 1
0.06291,0,298,0,45,0,--width 64,--height 362,--generations 10,--density 50,--wraparound 0
0.080144,0,298,0,45,1,--width 64,--height 362,--generations 10,--density 50,--wraparound 1
0.078783,0,298,30,0,0,--width 64,--height 362,--generations 40,--density 5,--wraparound 0
0.095035,0,298,30,0,1,--width 64,--height 362,--generations 40,--density 5,--wraparound 1
0.094777,0,298,30,15,0,--width 64,--height 362,--generations 40,--density 20,--wraparound 0
0.094974,0,298,30,15,1,--width 64,--height 362,--generations 40,--density 20,--wraparound 1
0.079797,0,298,30,30,0,--width 64,--height 362,--generations 40,--density 35,--wraparound 0
0.09509,0,298,30,30,1,--width 64,--height 362,--generations 40,--density 35,--wraparound 1
0.078768,0,298,30,45,0,--width 64,--height 362,--generations 40,--density 50,--wraparound 0
0.095211,0,298,30,45,1,--width 64,--height 362,--generations 40,--density 50,--wraparound 1
0.095865,0,298,60,0,0,--width 64,--height 362,--generations 70,--density 5,--wraparound 0
0.111002,0,298,60,0,1,--width 64,--height 362,--generations 70,--density 5,--wraparound 1
0.094865,0,298,60,15,0,--width 64,--height 362,--generations 70,--density 20,--wraparound 0
0.111013,0,298,60,15,1,--width 64,--height 362,--generations 70,--density 20,--wraparound 1
0.093857,0,298,60,30,0,--width 64,--height 362,--generations 70,--density 35,--wraparound 0
0.112059,0,298,60,30,1,--width 64,--height 362,--generations 70,--density 35,--wraparound 1
0.095673,0,298,60,45,0,--width 64,--height 362,--generations 70,--density 50,--wraparound 0
0.109858,0,298,60,45,1,--width 64,--height 362,--generations 70,--density 50,--wraparound 1
0.1104,0,298,90,0,0,--width 64,--height 362,--generations 100,--density 5,--wraparound 0
0.127645,0,298,90,0,1,--width 64,--height 362,--generations 100,--density 5,--wraparound 1
0.111169,0,298,90,15,0,--width 64,--height 362,--generations 100,--density 20,--wraparound 0
0.126904,0,298,90,15,1,--width 64,--height 362,--generations 100,--density 20,--wraparound 1
0.110505,0,298,90,30,0,--width 64,--height 362,--generations 100,--density 35,--wraparound 0
0.126336,0,298,90,30,1,--width 64,--height 362,--generations 100,--density 35,--wraparound 1
0.109858,0,298,90,45,0,--width 64,--height 362,--generations 100,--density 50,--wraparound 0
0.126524,0,298,90,45,1,--width 64,--height 362,--generations 100,--density 50,--wraparound 1
0.079719,0,447,0,0,0,--width 64,--height 511,--generations 10,--density 5,--wraparound 0
0.079337,0,447,0,0,1,--width 64,--height 511,--generations 10,--density 5,--wraparound 1
0.079718,0,447,0,15,0,--width 64,--height 511,--generations 10,--density 20,--wraparound 0
0.078237,0,447,0,15,1,--width 64,--height 511,--generations 10,--density 20,--wraparound 1
0.078993,0,447,0,30,0,--width 64,--height 511,--generations 10,--density 35,--wraparound 0
0.078855,0,447,0,30,1,--width 64,--height 511,--generations 10,--density 35,--wraparound 1
0.078935,0,447,0,45,0,--width 64,--height 511,--generations 10,--density 50,--wraparound 0
0.078972,0,447,0,45,1,--width 64,--height 511,--generations 10,--density 50,--wraparound 1
0.093934,0,447,30,0,0,--width 64,--height 511,--generations 40,--density 5,--wraparound 0
0.109934,0,447,30,0,1,--width 64,--height 511,--generations 40,--density 5,--wraparound 1
0.095818,0,447,30,15,0,--width 64,--height 511,--generations 40,--density 20,--wraparound 0
0.095197,0,447,30,15,1,--width 64,--height 511,--generations 40,--density 20,--wraparound 1
0.094687,0,447,30,30,0,--width 64,--height 511,--generations 40,--density 35,--wraparound 0
0.095142,0,447,30,30,1,--width 64,--height 511,--generations 40,--density 35,--wraparound 1
0.094877,0,447,30,45,0,--width 64,--height 511,--generations 40,--density 50,--wraparound 0
0.095446,0,447,30,45,1,--width 64,--height 511,--generations 40,--density 50,--wraparound 1
0.095959,0,447,60,0,0,--width 64,--height 511,--generations 70,--density 5,--wraparound 0
0.124064,0,447,60,0,1,--width 64,--height 511,--generations 70,--density 5,--wraparound 1
0.110795,0,447,60,15,0,--width 64,--height 511,--generations 70,--density 20,--wraparound 0
0.125875,0,447,60,15,1,--width 64,--height 511,--generations 70,--density 20,--wraparound 1
0.111418,0,447,60,30,0,--width 64,--height 511,--generations 70,--density 35,--wraparound 0
0.127285,0,447,60,30,1,--width 64,--height 511,--generations 70,--density 35,--wraparound 1
0.109291,0,447,60,45,0,--width 64,--height 511,--generations 70,--density 50,--wraparound 0
0.127359,0,447,60,45,1,--width 64,--height 511,--generations 70,--density 50,--wraparound 1
0.111899,0,447,90,0,0,--width 64,--height 511,--generations 100,--density 5,--wraparound 0
0.143461,0,447,90,0,1,--width 64,--height 511,--generations 100,--density 5,--wraparound 1
0.110337,0,447,90,15,0,--width 64,--height 511,--generations 100,--density 20,--wraparound 0
0.142236,0,447,90,15,1,--width 64,--height 511,--generations 100,--density 20,--wraparound 1
0.128097,0,447,90,30,0,--width 64,--height 511,--generations 100,--density 35,--wraparound 0
0.157039,0,447,90,30,1,--width 64,--height 511,--generations 100,--density 35,--wraparound 1
0.109923,0,447,90,45,0,--width 64,--height 511,--generations 100,--density 50,--wraparound 0
0.143534,0,447,90,45,1,--width 64,--height 511,--generations 100,--density 50,--wraparound 1
0.063885,149,0,0,0,0,--width 213,--height 64,--generations 10,--density 5,--wraparound 0
0.063197,149,0,0,0,1,--width 213,--height 64,--generations 10,--density 5,--wraparound 1
0.06398,149,0,0,15,0,--width 213,--height 64,--generations 10,--density 20,--wraparound 0
0.063834,149,0,0,15,1,--width 213,--height 64,--generations 10,--density 20,--wraparound 1
0.061959,149,0,0,30,0,--width 213,--height 64,--generations 10,--density 35,--wraparound 0
0.063996,149,0,0,30,1,--width 213,--height 64,--generations 10,--density 35,--wraparound 1
0.062994,149,0,0,45,0,--width 213,--height 64,--generations 10,--density 50,--wraparound 0
0.06385,149,0,0,45,1,--width 213,--height 64,--generations 10,--density 50,--wraparound 1
0.076993,149,0,30,0,0,--width 213,--height 64,--generations 40,--density 5,--wraparound 0
0.079775,149,0,30,0,1,--width 213,--height 64,--generations 40,--density 5,--wraparound 1
0.079444,149,0,30,15,0,--width 213,--height 64,--generations 40,--density 20,--wraparound 0
0.079698,149,0,30,15,1,--width 213,--height 64,--generations 40,--density 20,--wraparound 1
0.078923,149,0,30,30,0,--width 213,--height 64,--generations 40,--density 35,--wraparound 0
0.07886,149,0,30,30,1,--width 213,--height 64,--generations 40,--density 35,--wraparound 1
0.079246,149,0,30,45,0,--width 213,--height 64,--generations 40,--density 50,--wraparound 0
0.080023,149,0,30,45,1,--width 213,--height 64,--generations 40,--density 50,--wraparound 1
0.079655,149,0,60,0,0,--width 213,--height 64,--generations 70,--density 5,--wraparound 0
0.095262,149,0,60,0,1,--width 213,--height 64,--generations 70,--density 5,--wraparound 1
0.078911,149,0,60,15,0,--width 213,--height 64,--generations 70,--density 20,--wraparound 0
0.094243,149,0,60,15,1,--width 213,--height 64,--generations 70,--density 20,--wraparound 1
0.079882,149,0,60,30,0,--width 213,--height 64,--generations 70,--density 35,--wraparound 0
0.093255,149,0,60,30,1,--width 213,--height 64,--generations 70,--density 35,--wraparound 1
0.079127,149,0,60,45,0,--width 213,--height 64,--generations 70,--density 50,--wraparound 0
0.094713,149,0,60,45,1,--width 213,--height 64,--generations 70,--density 50,--wraparound 1
0.094863,149,0,90,0,0,--width 213,--height 64,--generations 100,--density 5,--wraparound 0
0.110766,149,0,90,0,1,--width 213,--height 64,--generations 100,--density 5,--wraparound 1
0.094923,149,0,90,15,0,--width 213,--height 64,--generations 100,--density 20,--wraparound 0
0.095918,149,0,90,15,1,--width 213,--height 64,--generations 100,--density 20,--wraparound 1
0.09409,149,0,90,30,0,--width 213,--height 64,--generations 100,--density 35,--wraparound 0
0.095737,149,0,90,30,1,--width 213,--height 64,--generations 100,--density 35,--wraparound 1
0.09421,149,0,90,45,0,--width 213,--height 64,--generations 100,--density 50,--wraparound 0
0.094961,149,0,90,45,1,--width 213,--height 64,--generations 100,--density 50,--wraparound 1
0.078091,149,149,0,0,0,--width 213,--height 213,--generations 10,--density 5,--wraparound 0
0.079676,149,149,0,0,1,--width 213,--height 213,--generations 10,--density 5,--wraparound 1
0.079435,149,149,0,15,0,--width 213,--height 213,--generations 10,--density 20,--wraparound 0
0.078084,149,149,0,15,1,--width 213,--height 213,--generations 10,--density 20,--wraparound 1
0.078889,149,149,0,30,0,--width 213,--height 213,--generations 10,--density 35,--wraparound 0
0.079585,149,149,0,30,1,--width 213,--height 213,--generations 10,--density 35,--wraparound 1
0.078856,149,149,0,45,0,--width 213,--height 213,--generations 10,--density 50,--wraparound 0
0.079418,149,149,0,45,1,--width 213,--height 213,--generations 10,--density 50,--wraparound 1
0.093218,149,149,30,0,0,--width 213,--height 213,--generations 40,--density 5,--wraparound 0
0.110013,149,149,30,0,1,--width 213,--height 213,--generations 40,--density 5,--wraparound 1
0.094042,149,149,30,15,0,--width 213,--height 213,--generations 40,--density 20,--wraparound 0
0.111551,149,149,30,15,1,--width 213,--height 213,--generations 40,--density 20,--wraparound 1
0.095654,149,149,30,30,0,--width 213,--height 213,--generations 40,--density 35,--wraparound 0
0.110456,149,149,30,30,1,--width 213,--height 213,--generations 40,--density 35,--wraparound 1
0.094723,149,149,30,45,0,--width 213,--height 213,--generations 40,--density 50,--wraparound 0
0.110918,149,149,30,45,1,--width 213,--height 213,--generations 40,--density 50,--wraparound 1
0.125017,149,149,60,0,0,--width 213,--height 213,--generations 70,--density 5,--wraparound 0
0.143222,149,149,60,0,1,--width 213,--height 213,--generations 70,--density 5,--wraparound 1
0.110931,149,149,60,15,0,--width 213,--height 213,--generations 70,--density 20,--wraparound 0
0.143429,149,149,60,15,1,--width 213,--height 213,--generations 70,--density 20,--wraparound 1
0.126841,149,149,60,30,0,--width 213,--height 213,--generations 70,--density 35,--wraparound 0
0.142586,149,149,60,30,1,--width 213,--height 213,--generations 70,--density 35,--wraparound 1
0.110906,149,149,60,45,0,--width 213,--height 213,--generations 70,--density 50,--wraparound 0
0.14267,149,149,60,45,1,--width 213,--height 213,--generations 70,--density 50,--wraparound 1
0.140994,149,149,90,0,0,--width 213,--height 213,--generations 100,--density 5,--wraparound 0
0.173906,149,149,90,0,1,--width 213,--height 213,--generations 100,--density 5,--wraparound 1
0.143686,149,149,90,15,0,--width 213,--height 213,--generations 100,--density 20,--wraparound 0
0.172899,149,149,90,15,1,--width 213,--height 213,--generations 100,--density 20,--wraparound 1
0.142999,149,149,90,30,0,--width 213,--height 213,--generations 100,--density 35,--wraparound 0
0.190047,149,149,90,30,1,--width 213,--height 213,--generations 100,--density 35,--wraparound 1
0.141924,149,149,90,45,0,--width 213,--height 213,--generations 100,--density 50,--wraparound 0
0.187865,149,149,90,45,1,--width 213,--height 213,--generations 100,--density 50,--wraparound 1
0.077489,149,298,0,0,0,--width 213,--height 362,--generations 10,--density 5,--wraparound 0
0.095179,149,298,0,0,1,--width 213,--height 362,--generations 10,--density 5,--wraparound 1
0.078794,149,298,0,15,0,--width 213,--height 362,--generations 10,--density 20,--wraparound 0
0.07869,149,298,0,15,1,--width 213,--height 362,--generations 10,--density 20,--wraparound 1
0.080022,149,298,0,30,0,--width 213,--height 362,--generations 10,--density 35,--wraparound 0
0.093974,149,298,0,30,1,--width 213,--height 362,--generations 10,--density 35,--wraparound 1
0.079881,149,298,0,45,0,--width 213,--height 362,--generations 10,--density 50,--wraparound 0
0.07892,149,298,0,45,1,--width 213,--height 362,--generations 10,--density 50,--wraparound 1
0.107934,149,298,30,0,0,--width 213,--height 362,--generations 40,--density 5,--wraparound 0
0.142083,149,298,30,0,1,--width 213,--height 362,--generations 40,--density 5,--wraparound 1
0.110829,149,298,30,15,0,--width 213,--height 362,--generations 40,--density 20,--wraparound 0
0.142502,149,298,30,15,1,--width 213,--height 362,--generations 40,--density 20,--wraparound 1
0.111307,149,298,30,30,0,--width 213,--height 362,--generations 40,--density 35,--wraparound 0
0.14315,149,298,30,30,1,--width 213,--height 362,--generations 40,--density 35,--wraparound 1
0.125087,149,298,30,45,0,--width 213,--height 362,--generations 40,--density 50,--wraparound 0
0.143429,149,298,30,45,1,--width 213,--height 362,--generations 40,--density 50,--wraparound 1
0.159073,149,298,60,0,0,--width 213,--height 362,--generations 70,--density 5,--wraparound 0
0.20596,149,298,60,0,1,--width 213,--height 362,--generations 70,--density 5,--wraparound 1
0.157827,149,298,60,15,0,--width 213,--height 362,--generations 70,--density 20,--wraparound 0
0.191422,149,298,60,15,1,--width 213,--height 362,--generations 70,--density 20,--wraparound 1
0.142465,149,298,60,30,0,--width 213,--height 362,--generations 70,--density 35,--wraparound 0
0.205205,149,298,60,30,1,--width 213,--height 362,--generations 70,--density 35,--wraparound 1
0.157503,149,298,60,45,0,--width 213,--height 362,--generations 70,--density 50,--wraparound 0
0.206903,149,298,60,45,1,--width 213,--height 362,--generations 70,--density 50,--wraparound 1
0.190143,149,298,90,0,0,--width 213,--height 362,--generations 100,--density 5,--wraparound 0
0.253615,149,298,90,0,1,--width 213,--height 362,--generations 100,--density 5,--wraparound 1
0.189878,149,298,90,15,0,--width 213,--height 362,--generations 100,--density 20,--wraparound 0
0.253175,149,298,90,15,1,--width 213,--height 362,--generations 100,--density 20,--wraparound 1
0.19095,149,298,90,30,0,--width 213,--height 362,--generations 100,--density 35,--wraparound 0
0.253889,149,298,90,30,1,--width 213,--height 362,--generations 100,--density 35,--wraparound 1
0.189184,149,298,90,45,0,--width 213,--height 362,--generations 100,--density 50,--wraparound 0
0.254504,149,298,90,45,1,--width 213,--height 362,--generations 100,--density 50,--wraparound 1
0.079022,149,447,0,0,0,--width 213,--height 511,--generations 10,--density 5,--wraparound 0
0.094312,149,447,0,0,1,--width 213,--height 511,--generations 10,--density 5,--wraparound 1
0.079867,149,447,0,15,0,--width 213,--height 511,--generations 10,--density 20,--wraparound 0
0.09499,149,447,0,15,1,--width 213,--height 511,--generations 10,--density 20,--wraparound 1
0.094764,149,447,0,30,0,--width 213,--height 511,--generations 10,--density 35,--wraparound 0
0.094067,149,447,0,30,1,--width 213,--height 511,--generations 10,--density 35,--wraparound 1
0.079877,149,447,0,45,0,--width 213,--height 511,--generations 10,--density 50,--wraparound 0
0.095068,149,447,0,45,1,--width 213,--height 511,--generations 10,--density 50,--wraparound 1
0.12699,149,447,30,0,0,--width 213,--height 511,--generations 40,--density 5,--wraparound 0
0.174046,149,447,30,0,1,--width 213,--height 511,--generations 40,--density 5,--wraparound 1
0.140872,149,447,30,15,0,--width 213,--height 511,--generations 40,--density 20,--wraparound 0
0.174368,149,447,30,15,1,--width 213,--height 511,--generations 40,--density 20,--wraparound 1
0.142947,149,447,30,30,0,--width 213,--height 511,--generations 40,--density 35,--wraparound 0
0.173697,149,447,30,30,1,--width 213,--height 511,--generations 40,--density 35,--wraparound 1
0.124903,149,447,30,45,0,--width 213,--height 511,--generations 40,--density 50,--wraparound 0
0.175031,149,447,30,45,1,--width 213,--height 511,--generations 40,--density 50,--wraparound 1
0.203971,149,447,60,0,0,--width 213,--height 511,--generations 70,--density 5,--wraparound 0
0.254761,149,447,60,0,1,--width 213,--height 511,--generations 70,--density 5,--wraparound 1
0.173949,149,447,60,15,0,--width 213,--height 511,--generations 70,--density 20,--wraparound 0
0.254226,149,447,60,15,1,--width 213,--height 511,--generations 70,--density 20,--wraparound 1
0.190501,149,447,60,30,0,--width 213,--height 511,--generations 70,--density 35,--wraparound 0
0.253433,149,447,60,30,1,--width 213,--height 511,--generations 70,--density 35,--wraparound 1
0.189151,149,447,60,45,0,--width 213,--height 511,--generations 70,--density 50,--wraparound 0
0.252748,149,447,60,45,1,--width 213,--height 511,--generations 70,--density 50,--wraparound 1
0.237033,149,447,90,0,0,--width 213,--height 511,--generations 100,--density 5,--wraparound 0
0.331061,149,447,90,0,1,--width 213,--height 511,--generations 100,--density 5,--wraparound 1
0.222993,149,447,90,15,0,--width 213,--height 511,--generations 100,--density 20,--wraparound 0
0.333205,149,447,90,15,1,--width 213,--height 511,--generations 100,--density 20,--wraparound 1
0.244926,149,447,90,30,0,--width 213,--height 511,--generations 100,--density 35,--wraparound 0
0.340719,149,447,90,30,1,--width 213,--height 511,--generations 100,--density 35,--wraparound 1
0.236799,149,447,90,45,0,--width 213,--height 511,--generations 100,--density 50,--wraparound 0
0.332588,149,447,90,45,1,--width 213,--height 511,--generations 100,--density 50,--wraparound 1
0.079799,298,0,0,0,0,--width 362,--height 64,--generations 10,--density 5,--wraparound 0
0.079467,298,0,0,0,1,--width 362,--height 64,--generations 10,--density 5,--wraparound 1
0.078215,298,0,0,15,0,--width 362,--height 64,--generations 10,--density 20,--wraparound 0
0.079417,298,0,0,15,1,--width 362,--height 64,--generations 10,--density 20,--wraparound 1
0.079488,298,0,0,30,0,--width 362,--height 64,--generations 10,--density 35,--wraparound 0
0.079153,298,0,0,30,1,--width 362,--height 64,--generations 10,--density 35,--wraparound 1
0.079503,298,0,0,45,0,--width 362,--height 64,--generations 10,--density 50,--wraparound 0
0.07956,298,0,0,45,1,--width 362,--height 64,--generations 10,--density 50,--wraparound 1
0.078009,298,0,30,0,0,--width 362,--height 64,--generations 40,--density 5,--wraparound 0
0.094608,298,0,30,0,1,--width 362,--height 64,--generations 40,--density 5,--wraparound 1
0.094993,298,0,30,15,0,--width 362,--height 64,--generations 40,--density 20,--wraparound 0
0.109857,298,0,30,15,1,--width 362,--height 64,--generations 40,--density 20,--wraparound 1
0.080101,298,0,30,30,0,--width 362,--height 64,--generations 40,--density 35,--wraparound 0
0.095746,298,0,30,30,1,--width 362,--height 64,--generations 40,--density 35,--wraparound 1
0.077967,298,0,30,45,0,--width 362,--height 64,--generations 40,--density 50,--wraparound 0
0.093968,298,0,30,45,1,--width 362,--height 64,--generations 40,--density 50,--wraparound 1
0.09389,298,0,60,0,0,--width 362,--height 64,--generations 70,--density 5,--wraparound 0
0.111117,298,0,60,0,1,--width 362,--height 64,--generations 70,--density 5,--wraparound 1
0.094884,298,0,60,15,0,--width 362,--height 64,--generations 70,--density 20,--wraparound 0
0.10981,298,0,60,15,1,--width 362,--height 64,--generations 70,--density 20,--wraparound 1
0.095572,298,0,60,30,0,--width 362,--height 64,--generations 70,--density 35,--wraparound 0
0.110784,298,0,60,30,1,--width 362,--height 64,--generations 70,--density 35,--wraparound 1
0.094948,298,0,60,45,0,--width 362,--height 64,--generations 70,--density 50,--wraparound 0
0.110973,298,0,60,45,1,--width 362,--height 64,--generations 70,--density 50,--wraparound 1
0.109482,298,0,90,0,0,--width 362,--height 64,--generations 100,--density 5,--wraparound 0
0.125243,298,0,90,0,1,--width 362,--height 64,--generations 100,--density 5,--wraparound 1
0.110279,298,0,90,15,0,--width 362,--height 64,--generations 100,--density 20,--wraparound 0
0.127962,298,0,90,15,1,--width 362,--height 64,--generations 100,--density 20,--wraparound 1
0.110474,298,0,90,30,0,--width 362,--height 64,--generations 100,--density 35,--wraparound 0
0.126745,298,0,90,30,1,--width 362,--height 64,--generations 100,--density 35,--wraparound 1
0.095917,298,0,90,45,0,--width 362,--height 64,--generations 100,--density 50,--wraparound 0
0.126703,298,0,90,45,1,--width 362,--height 64,--generations 100,--density 50,--wraparound 1
0.079012,298,149,0,0,0,--width 362,--height 213,--generations 10,--density 5,--wraparound 0
0.095271,298,149,0,0,1,--width 362,--height 213,--generations 10,--density 5,--wraparound 1
0.078554,298,149,0,15,0,--width 362,--height 213,--generations 10,--density 20,--wraparound 0
0.094237,298,149,0,15,1,--width 362,--height 213,--generations 10,--density 20,--wraparound 1
0.079722,298,149,0,30,0,--width 362,--height 213,--generations 10,--density 35,--wraparound 0
0.079008,298,149,0,30,1,--width 362,--height 213,--generations 10,--density 35,--wraparound 1
0.078032,298,149,0,45,0,--width 362,--height 213,--generations 10,--density 50,--wraparound 0
0.079289,298,149,0,45,1,--width 362,--height 213,--generations 10,--density 50,--wraparound 1
0.112505,298,149,30,0,0,--width 362,--height 213,--generations 40,--density 5,--wraparound 0
0.143165,298,149,30,0,1,--width 362,--height 213,--generations 40,--density 5,--wraparound 1
0.109218,298,149,30,15,0,--width 362,--height 213,--generations 40,--density 20,--wraparound 0
0.143902,298,149,30,15,1,--width 362,--height 213,--generations 40,--density 20,--wraparound 1
0.109663,298,149,30,30,0,--width 362,--height 213,--generations 40,--density 35,--wraparound 0
0.143081,298,149,30,30,1,--width 362,--height 213,--generations 40,--density 35,--wraparound 1
0.110217,298,149,30,45,0,--width 362,--height 213,--generations 40,--density 50,--wraparound 0
0.142971,298,149,30,45,1,--width 362,--height 213,--generations 40,--density 50,--wraparound 1
0.143395,298,149,60,0,0,--width 362,--height 213,--generations 70,--density 5,--wraparound 0
0.205964,298,149,60,0,1,--width 362,--height 213,--generations 70,--density 5,--wraparound 1
0.158764,298,149,60,15,0,--width 362,--height 213,--generations 70,--density 20,--wraparound 0
0.205076,298,149,60,15,1,--width 362,--height 213,--generations 70,--density 20,--wraparound 1
0.141291,298,149,60,30,0,--width 362,--height 213,--generations 70,--density 35,--wraparound 0
0.204651,298,149,60,30,1,--width 362,--height 213,--generations 70,--density 35,--wraparound 1
0.157592,298,149,60,45,0,--width 362,--height 213,--generations 70,--density 50,--wraparound 0
0.206019,298,149,60,45,1,--width 362,--height 213,--generations 70,--density 50,--wraparound 1
0.190304,298,149,90,0,0,--width 362,--height 213,--generations 100,--density 5,--wraparound 0
0.251719,298,149,90,0,1,--width 362,--height 213,--generations 100,--density 5,--wraparound 1
0.188563,298,149,90,15,0,--width 362,--height 213,--generations 100,--density 20,--wraparound 0
