time,var_1,var_2
0.423676,96,736
0.422306,96,768
0.408392,96,800
0.419689,96,832
0.438442,96,864
0.421099,96,896
0.422419,96,928
0.4378,96,960
0.436405,96,992
0.420235,128,0
0.469593,128,32
0.437444,128,64
0.437774,128,96
0.436822,128,128
0.436942,128,160
0.439339,128,192
0.441768,128,224
0.423727,128,256
0.424363,128,288
0.421987,128,320
0.42651,128,352
0.427363,128,384
0.425202,128,416
0.440382,128,448
0.437807,128,480
0.442585,128,512
0.43773,128,544
0.441215,128,576
0.402053,128,608
0.431876,128,640
0.43334,128,672
0.426036,128,704
0.413972,128,736
0.440327,128,768
0.451306,128,800
0.424562,128,832
0.440713,128,864
0.422886,128,896
0.424521,128,928
0.424323,128,960
0.407983,128,992
0.440367,160,0
0.455326,160,32
0.434486,160,64
0.458176,160,96
0.432578,160,128
0.437188,160,160
0.438597,160,192
0.439477,160,224
0.47292,160,256
0.450746,160,288
0.438489,160,320
0.441879,160,352
0.419507,160,384
0.447087,160,416
0.420414,160,448
0.445602,160,480
0.435307,160,512
0.432956,160,544
0.437627,160,576
0.423233,160,608
0.457945,160,640
0.438489,160,672
0.422556,160,704
0.437946,160,736
0.424123,160,768
0.439826,160,800
0.454774,160,832
0.438913,160,864
0.434222,160,896
0.426025,160,928
0.441251,160,960
0.439091,160,992
0.454935,192,0
0.43623,192,32
0.437556,192,64
0.450347,192,96
0.440503,192,128
0.443459,192,160
0.436373,192,192
0.426703,192,224
0.454951,192,256
0.433736,192,288
0.437447,192,320
0.454813,192,352
0.439774,192,384
0.457041,192,416
0.437684,192,448
0.440567,192,480
0.42074,192,512
0.4373,192,544
0.42517,192,576
0.424444,192,608
0.440406,192,640
0.441517,192,672
0.434868,192,704
0.455274,192,736
0.435517,192,768
0.442266,192,800
0.436872,192,832
0.457925,192,864
0.431064,192,896
0.424915,192,928
0.406031,192,960
0.424194,192,992
0.437881,224,0
0.439347,224,32
0.440045,224,64
0.439195,224,96
0.453615,224,128
0.472082,224,160
0.452648,224,192
0.420723,224,224
0.434695,224,256
0.427545,224,288
0.45516,224,320
0.44056,224,352
0.422628,224,384
0.441064,224,416
0.43643,224,448
0.424534,224,480
0.438041,224,512
0.438499,224,544
0.408483,224,576
0.420718,224,608
0.42234,224,640
0.422944,224,672
0.438552,224,704
0.440762,224,736
0.43685,224,768
0.437302,224,800
0.455293,224,832
0.438212,224,864
0.422402,224,896
0.436218,224,928
0.44128,224,960
0.439107,224,992
0.454934,256,0
0.45077,256,32
0.443293,256,64
0.440722,256,96
0.436549,256,128
0.457023,256,160
0.439466,256,192
0.4376,256,224
0.425778,256,256
0.4539,256,288
0.437221,256,320
0.424635,256,352
0.423856,256,384
0.437054,256,416
0.454571,256,448
0.453134,256,480
0.44032,256,512
0.440865,256,544
0.422238,256,576
0.458055,256,608
0.439747,256,640
0.439802,256,672
0.425789,256,704
0.440317,256,736
0.439793,256,768
0.423421,256,800
0.440812,256,832
0.452913,256,864
0.438779,256,896
0.439609,256,928
0.425979,256,960
0.435044,256,992
0.453736,288,0
0.424384,288,32
0.470734,288,64
0.438459,288,96
0.437669,288,128
0.441843,288,160
0.447261,288,192
0.436806,288,224
0.425232,288,256
0.442712,288,288
0.439971,288,320
0.435463,288,352
0.439894,288,384
0.439017,288,416
0.432906,288,448
0.441432,288,480
0.43856,288,512
0.439759,288,544
0.423589,288,576
0.440319,288,608
0.457597,288,640
0.451472,288,672
0.421555,288,704
0.439703,288,736
0.424967,288,768
0.452491,288,800
0.421903,288,832
0.416238,288,864
0.46828,288,896
0.45343,288,928
0.456384,288,960
0.418918,288,992
0.438494,320,0
0.437412,320,32
0.424249,320,64
0.415489,320,96
0.425876,320,128
0.420508,320,160
0.440146,320,192
0.436639,320,224
0.456942,320,256
0.439954,320,288
0.420618,320,320
0.411652,320,352
0.422284,320,384
0.442878,320,416
0.437194,320,448
0.436673,320,480
0.415097,320,512
0.429336,320,544
0.437766,320,576
0.420646,320,608
0.425049,320,640
0.452779,320,672
0.422533,320,704
0.418663,320,736
0.426408,320,768
0.44162,320,800
0.438862,320,832
0.423567,320,864
0.454865,320,896
0.438409,320,928
0.442102,320,960
0.426918,320,992
0.436043,352,0
0.453474,352,32
0.436143,352,64
0.415381,352,96
0.418392,352,128
0.438641,352,160
0.456572,352,192
0.45257,352,224
0.41083,352,256
0.416045,352,288
0.425193,352,320
0.436841,352,352
0.454175,352,384
0.440923,352,416
0.442388,352,448
0.435552,352,480
0.440545,352,512
0.439689,352,544
0.453593,352,576
0.420601,352,608
0.408105,352,640
0.440739,352,672
0.455687,352,704
0.415789,352,736
0.443182,352,768
0.407323,352,800
0.425347,352,832
0.431601,352,864
0.411969,352,896
0.407643,352,928
0.424013,352,960
0.426031,352,992
0.43957,384,0
0.44013,384,32
0.443197,384,64
0.437425,384,96
0.423204,384,128
0.45469,384,160
0.434867,384,192
0.410442,384,224
0.398466,384,256
0.461984,384,288
0.426707,384,320
0.456528,384,352
0.421933,384,384
0.441387,384,416
0.424123,384,448
0.43993,384,480
0.426733,384,512
0.43641,384,544
0.438583,384,576
0.42629,384,608
0.433169,384,640
0.425735,384,672
0.439966,384,704
0.422357,384,736
0.42793,384,768
0.435689,384,800
0.423729,384,832
0.475284,384,864
0.440042,384,896
0.456185,384,928
0.440365,384,960
0.422667,384,992
0.459157,416,0
0.425749,416,32
0.436052,416,64
0.425705,416,96
0.436747,416,128
0.441054,416,160
0.42469,416,192
0.409237,416,224
0.422921,416,256
0.44432,416,288
0.458531,416,320
0.439866,416,352
0.42296,416,384
0.425298,416,416
0.438874,416,448
0.437014,416,480
0.438693,416,512
0.426269,416,544
0.437897,416,576
0.441566,416,608
0.43396,416,640
0.469036,416,672
0.422122,416,704
0.441415,416,736
0.422418,416,768
0.442701,416,800
0.425156,416,832
0.450702,416,864
0.425352,416,896
0.438977,416,928
0.427267,416,960
0.451611,416,992
0.435829,448,0
0.443864,448,32
0.439021,448,64
0.435537,448,96
0.440214,448,128
0.455008,448,160
0.437179,448,192
0.439255,448,224
0.439243,448,256
0.441162,448,288
0.452767,448,320
0.453765,448,352
0.457431,448,384
0.441507,448,416
0.414234,448,448
0.463878,448,480
0.434155,448,512
0.441137,448,544
0.425077,448,576
0.444334,448,608
0.452668,448,640
0.422694,448,672
0.45566,448,704
0.401284,448,736
0.415183,448,768
0.43673,448,800
0.454417,448,832
0.421316,448,864
0.417441,448,896
0.428761,448,928
0.440141,448,960
0.455171,448,992
0.396052,480,0
0.455028,480,32
0.439687,480,64
0.421501,480,96
0.489451,480,128
0.435277,480,160
0.438202,480,192
0.457405,480,224
0.423499,480,256
0.427259,480,288
0.437711,480,320
0.407117,480,352
0.435826,480,384
0.45242,480,416
0.424312,480,448
0.442497,480,480
0.42377,480,512
0.438574,480,544
0.42349,480,576
0.439805,480,608
0.439965,480,640
0.412749,480,672
0.435913,480,704
0.437899,480,736
0.420844,480,768
0.459905,480,800
0.433618,480,832
0.457692,480,864
0.453208,480,896
0.419044,480,928
0.446461,480,960
0.43321,480,992
0.429022,512,0
0.416202,512,32
0.433555,512,64
0.438201,512,96
0.441968,512,128
0.415528,512,160
0.447037,512,192
0.42648,512,224
0.422366,512,256
0.43973,512,288
0.422915,512,320
0.469466,512,352
0.417509,512,384
0.411989,512,416
0.431867,512,448
0.436047,512,480
0.449939,512,512
0.436908,512,544
0.43881,512,576
0.425019,512,608
0.483047,512,640
0.439977,512,672
0.425223,512,704
0.438532,512,736
0.455213,512,768
0.440852,512,800
0.439422,512,832
0.419761,512,864
0.439384,512,896
0.425978,512,928
0.45524,512,960
0.440198,512,992
0.43848,544,0
0.442845,544,32
0.425698,544,64
0.452843,544,96
0.422432,544,128
0.43845,544,160
0.439545,544,192
0.422062,544,224
0.438791,544,256
0.437276,544,288
0.420317,544,320
0.454349,544,352
0.468107,544,384
0.439047,544,416
0.437535,544,448
0.424641,544,480
0.442486,544,512
0.409655,544,544
0.442234,544,576
0.436557,544,608
0.419827,544,640
0.422865,544,672
0.454584,544,704
0.437082,544,736
0.452483,544,768
0.436926,544,800
0.439103,544,832
0.424708,544,864
0.438366,544,896
0.438399,544,928
0.437302,544,960
0.418626,544,992
0.431674,576,0
0.439927,576,32
0.42008,576,64
0.455767,576,96
0.456388,576,128
0.43476,576,160
0.456904,576,192
0.437831,576,224
0.454756,576,256
0.484698,576,288
0.483816,576,320
0.41102,576,352
0.435849,576,384
0.453575,576,416
0.425659,576,448
0.422422,576,480
0.422262,576,512
0.455405,576,544
0.43826,576,576
0.439707,576,608
0.425168,576,640
0.442314,576,672
0.405806,576,704
0.51226,576,736
0.578127,576,768
0.500972,576,800
0.506665,576,832
0.54214,576,864
0.435666,576,896
0.472397,576,928
0.453501,576,960
0.48191,576,992
0.518158,608,0
0.484745,608,32
0.46935,608,64
0.505709,608,96
0.456671,608,128
0.5055,608,160
0.490119,608,192
0.488532,608,224
0.473958,608,256
0.419954,608,288
0.475518,608,320
0.434973,608,352
0.437302,608,384
0.435685,608,416
0.425573,608,448
0.470131,608,480
0.485893,608,512
0.467104,608,544
0.440169,608,576
0.457418,608,608
0.481299,608,640
0.438195,608,672
0.421596,608,704
0.454949,608,736
0.438631,608,768
0.486585,608,800
0.436528,608,832
0.455442,608,864
0.435961,608,896
0.441584,608,928
0.458578,608,960
0.437446,608,992
0.456908,640,0
0.440597,640,32
0.456035,640,64
0.469531,640,96
0.43746,640,128
0.437681,640,160
0.439915,640,192
0.489911,640,224
0.470478,640,256
0.441706,640,288
0.439516,640,320
0.436836,640,352
0.42856,640,384
0.461241,640,416
0.454589,640,448
0.432848,640,480
0.45557,640,512
0.427374,640,544
0.470997,640,576
0.455143,640,608
0.422638,640,640
0.469999,640,672
0.436419,640,704
0.437156,640,736
0.455674,640,768
0.437116,640,800
0.456203,640,832
0.41481,640,864
0.431612,640,896
0.454922,640,928
0.440875,640,960
0.489584,640,992
0.453243,672,0
0.43763,672,32
0.488726,672,64
0.432421,672,96
0.45559,672,128
0.421563,672,160
0.441806,672,192
0.45545,672,224
0.439297,672,256
0.438527,672,288
0.441702,672,320
0.433666,672,352
0.467621,672,384
0.458124,672,416
0.442476,672,448
0.457013,672,480
0.436,672,512
0.450206,672,544
0.455801,672,576
0.435492,672,608
0.437876,672,640
0.437095,672,672
0.522013,672,704
0.454715,672,736
0.452943,672,768
0.438085,672,800
0.439564,672,832
0.487038,672,864
0.436613,672,896
0.458964,672,928
0.419335,672,960
0.425999,672,992
0.480435,704,0
0.438639,704,32
0.437586,704,64
0.428352,704,96
0.453443,704,128
0.470536,704,160
0.436885,704,192
0.455872,704,224
0.447855,704,256
0.43751,704,288
0.504534,704,320
0.431166,704,352
0.459916,704,384
0.483158,704,416
0.456231,704,448
0.442426,704,480
0.451651,704,512
0.418544,704,544
0.430873,704,576
0.467705,704,608
0.453926,704,640
0.452383,704,672
0.644796,704,704
0.450667,704,736
0.421249,704,768
0.472034,704,800
0.436256,704,832
0.437687,704,864
0.440561,704,896
0.437291,704,928
0.484918,704,960
0.484533,704,992
0.456606,736,0
0.558212,736,32
0.743573,736,64
0.690848,736,96
0.56519,736,128
0.598856,736,160
0.626695,736,192
0.694717,736,224
0.727101,736,256
0.548355,736,288
0.497672,736,320
0.469245,736,352
0.45359,736,384
0.485099,736,416
0.457603,736,448
0.471272,736,480
0.505533,736,512
0.487758,736,544
0.587471,736,576
0.682745,736,608
0.646289,736,640
0.723585,736,672
0.671645,736,704
0.663187,736,736
0.570688,736,768
0.539873,736,800
0.538096,736,832
0.520961,736,864
0.503755,736,896
0.533485,736,928
0.468199,736,960
0.505124,736,992
0.480627,768,0
0.469341,768,32
0.492652,768,64
0.49876,768,96
0.498581,768,128
0.482785,768,160
0.547801,768,192
0.48376,768,224
0.613219,768,256
0.573253,768,288
0.563643,768,320
0.56049,768,352
0.551301,768,384
0.522039,768,416
0.509287,768,448
0.502557,768,480
0.501044,768,512
0.534267,768,544
0.530788,768,576
0.503142,768,608
0.49591,768,640
0.48892,768,672
0.501124,768,704
0.535784,768,736
0.493691,768,768
0.503657,768,800
0.490656,768,832
0.488837,768,864
0.515012,768,896
0.584213,768,928
0.534087,768,960
0.562373,768,992
0.526432,800,0
0.495033,800,32
0.552278,800,64
0.51242,800,96
0.54524,800,128
0.506279,800,160
0.626212,800,192
0.517748,800,224
0.567819,800,256
0.546945,800,288
0.534066,800,320
0.454358,800,352
0.48913,800,384
0.482247,800,416
0.474598,800,448
0.532247,800,480
0.503595,800,512
0.507498,800,544
0.498991,800,576
0.521252,800,608
0.563033,800,640
0.467282,800,672
0.53603,800,704
0.515021,800,736
0.533777,800,768
0.989871,800,800
0.480815,800,832
0.517504,800,864
0.48477,800,896
0.487449,800,928
0.516629,800,960
0.499876,800,992
0.473196,832,0
0.5186,832,32
0.503806,832,64
0.651069,832,96
0.51779,832,128
0.518165,832,160
0.466901,832,192
0.494943,832,224
0.492846,832,256
0.511307,832,288
0.46245,832,320
0.484541,832,352
0.443872,832,384
0.467103,832,416
0.553541,832,448
0.503183,832,480
0.523874,832,512
0.516019,832,544
0.451367,832,576
0.523148,832,608
0.513654,832,640
0.52713,832,672
0.496278,832,704
0.473261,832,736
0.503555,832,768
0.484267,832,800
0.517755,832,832
0.50022,832,864
0.488238,832,896
0.486614,832,928
0.501521,832,960
0.508159,832,992
0.5197,864,0
0.484313,864,32
0.529471,864,64
0.585492,864,96
0.54204,864,128
0.536605,864,160
0.496859,864,192
0.501289,864,224
0.500538,864,256
0.490273,864,288
0.50035,864,320
0.517013,864,352
0.530258,864,384
0.460224,864,416
0.519418,864,448
0.487806,864,480
0.520557,864,512
0.485245,864,544
0.535685,864,576
0.484333,864,608
0.537906,864,640
0.501371,864,672
0.517395,864,704
0.530005,864,736
0.519509,864,768
0.50026,864,800
0.530074,864,832
0.519563,864,864
0.450078,864,896
0.492739,864,928
0.511674,864,960
0.477976,864,992
0.508223,896,0
0.552716,896,32
0.563575,896,64
0.56138,896,96
0.535721,896,128
0.504575,896,160
0.547671,896,192
0.470444,896,224
0.514946,896,256
0.470926,896,288
0.56351,896,320
0.486565,896,352
0.485665,896,384
0.515421,896,416
0.504929,896,448
0.497119,896,480
0.466266,896,512
0.517035,896,544
0.540317,896,576
0.578147,896,608
0.595892,896,640
0.525085,896,672
0.53155,896,704
0.532732,896,736
0.503013,896,768
0.515966,896,800
0.48695,896,832
0.518853,896,864
0.726798,896,896
0.561811,896,928
0.473838,896,960
0.514693,896,992
0.507652,928,0
0.465598,928,32
0.533536,928,64
0.532588,928,96
0.520582,928,128
0.500737,928,160
0.498841,928,192
0.544231,928,224
0.499708,928,256
0.453888,928,288
0.454771,928,320
0.451118,928,352
0.467475,928,384
0.520202,928,416
0.546639,928,448
0.53674,928,480
0.563999,928,512
0.530741,928,544
0.453927,928,576
0.473821,928,608
0.499779,928,640
0.467626,928,672
0.469815,928,704
0.453279,928,736
0.45787,928,768
0.42542,928,800
0.45687,928,832
0.439039,928,864
0.459587,928,896
0.486903,928,928
0.4344,928,960
0.426507,928,992
0.431517,960,0
0.448715,960,32
0.45634,960,64
0.48686,960,96
0.502053,960,128
0.467204,960,160
0.472557,960,192
0.469357,960,224
0.456119,960,256
0.450323,960,288
0.451208,960,320
0.456537,960,352
0.452147,960,384
0.45597,960,416
0.449494,960,448
0.505822,960,480
0.469368,960,512
0.469352,960,544
0.453486,960,576
0.475196,960,608
0.503518,960,640
0.469122,960,672
0.468416,960,704
0.561198,960,736
0.675173,960,768
0.601682,960,800
0.514003,960,832
0.515031,960,864
0.47366,960,896
0.56533,960,928
0.472924,960,960
0.510958,960,992
0.486881,992,0
0.503027,992,32
0.487562,992,64
0.504125,992,96
0.4823,992,128
0.485011,992,160
0.531444,992,192
0.534337,992,224
0.488153,992,256
0.486752,992,288
0.502773,992,320
0.506064,992,352
0.518577,992,384
0.61379,992,416
0.522333,992,448
0.477147,992,480
0.47025,992,512
0.440973,992,544
0.450867,992,576
0.455604,992,608
0.438329,992,640
0.439173,992,672
0.456493,992,704
0.455269,992,736
0.4527,992,768
0.471681,992,800
0.45444,992,832
0.455143,992,864
0.453442,992,896
0.51648,992,928
0.478884,992,960
0.45513,992,992
